node,category,P,R,Acc,F1
1,Bot,0.6796657381615598,0.6321243523316062,0.6700898587933247,0.6550335570469799
2,DDoS,0.9289693593314763,0.9997501873594804,0.9386,0.9630610034893514
3,DoS GoldenEye,0.8648305084745763,0.9922216820612543,0.8904154399738305,0.9241566674213267
4,DoS Hulk,0.9284313725490196,0.9500877853022323,0.9018,0.9391347464980786
5,DoS Slowhttptest,0.7739059967585089,0.9326171875,0.8299120234604106,0.845881310894597
6,DoS slowloris,0.7948910593538693,0.9644484958979034,0.8497833413577275,0.871499176276771
7,FTP-Patator,0.7890154052243804,0.9957734573119188,0.8536139066788655,0.8804185351270553
8,PortScan + Infiltration,0.921980495123781,0.9312957817630715,0.8832,0.9266147273184218
9,SSH-Patator + Heartbleed,0.7468513853904282,0.9427662957074722,0.81656346749226,0.8334504567814477
10,WebAttack BF + SQL + XSS,0.7783985102420856,0.9565217391304348,0.838973162193699,0.8583162217659137
,Average,0.8206939830609686,0.9297606964365374,0.8472951199950118,0.8697566402619943
