node,category,P,R,Acc,F1
1,Bot,0.819047619047619,0.6632390745501285,0.7586649550706034,0.7329545454545454
2,DDoS,0.9500826446280992,0.7235649546827795,0.7502,0.8214949263970273
3,DoS GoldenEye,0.9254941713127217,0.8942213516160626,0.8812561334641805,0.9095890410958904
4,DoS Hulk,0.9617346938775511,0.9396809571286141,0.9216,0.9505799293998991
5,DoS Slowhttptest,0.8331503841931943,0.7242366412213741,0.7844574780058651,0.774885145482389
6,DoS slowloris,0.739961759082218,0.36134453781512604,0.6051998074145402,0.48557089084065247
7,FTP-Patator,0.006578947368421052,0.000859106529209622,0.3989021043000915,0.001519756838905775
8,PortScan + Infiltration,0.9496919917864476,0.6975867269984917,0.73,0.8043478260869565
9,SSH-Patator + Heartbleed,0.056074766355140186,0.009404388714733543,0.4326625386996904,0.016107382550335572
10,WebAttack BF + SQL + XSS,0.7781456953642384,0.5340909090909091,0.6826137689614936,0.633423180592992
,Average,0.7019962673015651,0.5548228648347429,0.6945556785916465,0.6130472624739594
