node,category,P,R,Acc,F1
1,Bot,0.6883852691218131,0.6151898734177215,0.6636713735558408,0.6497326203208557
2,DDoS,0.9203634420096205,0.8594958822061393,0.8278,0.8888888888888888
3,DoS GoldenEye,0.8802660753880266,0.9783144406111385,0.8972849198560681,0.9267040149393091
4,DoS Hulk,0.9244357212953876,0.9479245283018868,0.897,0.936032790957645
5,DoS Slowhttptest,0.7698776758409785,0.9402427637721755,0.821603128054741,0.8465741908364859
6,DoS slowloris,0.7771084337349398,0.9837940896091516,0.8493018777082331,0.8683214135464872
7,FTP-Patator,0.8003978779840849,0.9991721854304636,0.8618481244281794,0.8888070692194403
8,PortScan + Infiltration,0.9314205738278516,0.9989992494370779,0.9404,0.9640270400772574
9,SSH-Patator + Heartbleed,0.7421875,0.9062003179650239,0.8010835913312694,0.816034359341446
10,WebAttack BF + SQL + XSS,0.7763157894736842,0.9280898876404494,0.823803967327888,0.8454452405322416
,Average,0.8210758358676387,0.9157423218391229,0.838379698226222,0.8630567628660056
