node,category,P,R,Acc,F1
1,Bot,0.7117117117117117,0.6220472440944882,0.6919127086007703,0.6638655462184874
2,DDoS,0.9290382819794585,1.0,0.9392,0.9632139399806389
3,DoS GoldenEye,0.8751087902523934,0.992106561420819,0.900883218842002,0.9299421965317919
4,DoS Hulk,0.9307942405945193,0.9987540493396462,0.9394,0.9635773530472412
5,DoS Slowhttptest,0.761344537815126,0.8926108374384236,0.8079178885630498,0.8217687074829932
6,DoS slowloris,0.7572598659717051,0.9425393883225208,0.8131921039961483,0.8398018166804294
7,FTP-Patator,0.8012253233492171,1.0,0.8664226898444648,0.889644746787604
8,PortScan + Infiltration,0.9203741152679474,0.9173595364071555,0.8714,0.9188643533123029
9,SSH-Patator + Heartbleed,0.7631257631257631,0.9314456035767511,0.8142414860681114,0.8389261744966443
10,WebAttack BF + SQL + XSS,0.7593688362919132,0.9322033898305084,0.8249708284714119,0.8369565217391305
,Average,0.8209351466359754,0.9229066610430314,0.8469540924385959,0.8666561356277264
