node,category,P,R,Acc,F1
1,client1: Bot + DDoS + DoS GoldenEye...,0.9185185185185185,0.7844998022933966,0.7923985027353873,0.8462358711878866
2,client2: Bot + DDoS + DoS GoldenEye...,0.9448147160757131,0.8947235546579146,0.8752,0.9190871369294605
3,client3: Bot + DDoS + DoS GoldenEye...,0.9429243895263313,0.7960755091902633,0.797,0.8632996632996633
4,client4: Bot + DDoS + DoS GoldenEye...,0.9509829619921363,0.9036114570361146,0.8852,0.9266922094508302
5,client5: Bot + DDoS + DoS GoldenEye...,0.9401679496151155,0.6641127039050915,0.694,0.7783893395133256
6,client6: Bot + DDoS + DoS GoldenEye...,0.9445950015055706,0.7732314518116835,0.7792,0.850365952832746
7,client7: Bot + DDoS + DoS GoldenEye...,0.9451086956521739,0.8780610956829084,0.863,0.9103520481612355
8,client8: Bot + DDoS + DoS GoldenEye...,0.9497347109745881,0.8470734744707348,0.8412,0.8954713006845708
9,client9: Bot + DDoS + DoS GoldenEye...,0.9471733086190918,0.7632561613144138,0.7756,0.8453267162944582
10,client10: Bot + DDoS + DoS GoldenEye...,0.94331641285956,0.8368776582436828,0.8294,0.8869150205488533
,Average,0.9427336665338798,0.8141522868606202,0.8132198502735386,0.872213525890303
