node,category,P,R,Acc,F1
1,Bot,0.7563291139240507,0.6112531969309463,0.7060333761232349,0.6760961810466761
2,DDoS,0.928623718887262,0.6366373902132999,0.6714,0.7553967545034986
3,DoS GoldenEye,0.9015296367112811,0.913317191283293,0.8740595354923127,0.9073851335097426
4,DoS Hulk,0.9494736842105264,0.9006490264603095,0.882,0.924417115039713
5,DoS Slowhttptest,0.7945998071359691,0.7907869481765835,0.7893450635386119,0.7926887926887927
6,DoS slowloris,0.8091872791519434,0.6068904593639576,0.7077515647568609,0.6935890964159516
7,FTP-Patator,0.7899073120494335,0.6572407883461868,0.7236962488563586,0.7174929840972872
8,PortScan + Infiltration,0.9496114314364502,0.9385530227948464,0.9102,0.9440498442367601
9,SSH-Patator + Heartbleed,0.8397790055248618,0.9156626506024096,0.8668730650154799,0.8760806916426513
10,WebAttack BF + SQL + XSS,0.8450106157112527,0.9476190476190476,0.8891481913652275,0.8933782267115601
,Average,0.856405160474303,0.791860972179088,0.8020507045148086,0.8180574819892634
