node,category,P,R,Acc,F1
1,Bot,0.6477541371158393,0.7098445595854922,0.6649550706033376,0.6773794808405439
2,DDoS,0.9145338208409507,0.9997501873594804,0.925,0.9552452559971357
3,DoS GoldenEye,0.8426874231872183,1.0,0.8743866535819431,0.9146287238772788
4,DoS Hulk,0.9159200551343901,1.0,0.9268,0.956115107913669
5,DoS Slowhttptest,0.7431059506531205,1.0,0.8269794721407625,0.8526228143213989
6,DoS slowloris,0.7680448493342676,0.9990884229717412,0.8401540683678382,0.8684627575277337
7,FTP-Patator,0.7530235518777848,1.0,0.8225068618481244,0.8591140159767611
8,PortScan + Infiltration,0.9120018428933425,1.0,0.9236,0.9539759036144578
9,SSH-Patator + Heartbleed,0.717391304347826,0.9968203497615262,0.8072755417956656,0.8343313373253493
10,WebAttack BF + SQL + XSS,0.7482876712328768,1.0,0.8284714119019837,0.8560235063663075
,Average,0.7962750606617617,0.970550351967824,0.8440129080239656,0.8727898903760636
