node,category,P,R,Acc,F1
1,Bot,0.7159763313609467,0.6126582278481013,0.6803594351732991,0.660300136425648
2,DDoS,0.9292375205704883,0.8455203394060394,0.8246,0.8854044165686659
3,DoS GoldenEye,0.89404869251578,0.9773287333661902,0.9080798168138698,0.9338356486931952
4,DoS Hulk,0.933597621407334,0.9479245283018868,0.905,0.9407065285232805
5,DoS Slowhttptest,0.7854149203688181,0.8748832866479925,0.8093841642228738,0.8277385159010601
6,DoS slowloris,0.7982799061767005,0.9733079122974261,0.8623013962445836,0.877147766323024
7,FTP-Patator,0.8255813953488372,0.9991721854304636,0.8828911253430924,0.9041198501872659
8,PortScan + Infiltration,0.9414703783012134,0.9899924943707781,0.9428,0.9651219512195122
9,SSH-Patator + Heartbleed,0.7620320855614974,0.9062003179650239,0.81656346749226,0.8278867102396514
10,WebAttack BF + SQL + XSS,0.8095238095238095,0.9168539325842696,0.8448074679113186,0.8598524762908325
,Average,0.8395162661135425,0.9043841958218171,0.8476786873201296,0.8682114000372134
