node,category,P,R,Acc,F1
1,Bot,0.7,0.6658097686375322,0.6906290115532734,0.6824769433465085
2,DDoS,0.9001441961067052,0.62865055387714,0.6496,0.7402905425437296
3,DoS GoldenEye,0.8720310227823558,0.8809990205680706,0.8341511285574092,0.8764920828258221
4,DoS Hulk,0.9276827371695179,0.8920737786640079,0.8576,0.9095298602287166
5,DoS Slowhttptest,0.7538461538461538,0.7948473282442748,0.7619745845552297,0.7738039944263818
6,DoS slowloris,0.7874203821656051,0.9234360410831,0.8319691863264324,0.8500214868929953
7,FTP-Patator,0.738388625592417,0.6692439862542955,0.6976212259835316,0.7021180712032447
8,PortScan + Infiltration,0.9299171062547099,0.9306184012066365,0.889,0.9302676215604976
9,SSH-Patator + Heartbleed,0.7557544757033248,0.9263322884012539,0.8157894736842105,0.8323943661971831
10,WebAttack BF + SQL + XSS,0.7738317757009345,0.9409090909090909,0.8284714119019837,0.8492307692307692
,Average,0.8139016475321723,0.8252920257845403,0.7856806022562071,0.8146625738455849
