node,category,P,R,Acc,F1
1,Bot,0.6986301369863014,0.3963730569948187,0.6161745827984596,0.5057851239669422
2,DDoS,0.9321033210332104,0.6310267299525356,0.6678,0.7525696409950842
3,DoS GoldenEye,0.8953367875647669,0.8400583373845406,0.8263002944062807,0.8668171557562077
4,DoS Hulk,0.9568437180796732,0.9398043641835967,0.9182,0.9482475009490067
5,DoS Slowhttptest,0.7605263157894737,0.564453125,0.6930596285434996,0.647982062780269
6,DoS slowloris,0.6913357400722022,0.34913400182315407,0.5739046701974001,0.4639612356147789
7,FTP-Patator,0.811491935483871,0.6804733727810651,0.7415370539798719,0.7402298850574712
8,PortScan + Infiltration,0.9434904776771776,0.7633240717352867,0.7764,0.8438983524155264
9,SSH-Patator + Heartbleed,0.8243626062322946,0.9252782193958664,0.8676470588235294,0.8719101123595505
10,WebAttack BF + SQL + XSS,0.8501070663811563,0.9084668192219679,0.8716452742123687,0.8783185840707964
,Average,0.8364228105300129,0.6998392098472832,0.7552668562961409,0.7519719653965633
