round,train_acc,val_acc
1,0.7316532690420644,0.6126001018377077
2,0.7351364348238597,0.6191964079063093
3,0.740218217736852,0.6256847042848988
4,0.7441367792413717,0.6444552454134457
5,0.7615396112631024,0.6602478050887994
6,0.770422983695405,0.6712802234257588
7,0.7711378124939077,0.6763952537456217
8,0.7710858249449257,0.6738493110524773
9,0.7747119564864215,0.6741116202996498
10,0.7746924611555532,0.6712030736471787
11,0.7769409226490256,0.6788871915937601
12,0.7769344242054028,0.683948217068617
13,0.7886771118317163,0.7045394929716552
14,0.8507892359779833,0.720956965853508
15,0.8514390803402585,0.7273912573870913
16,0.8519069682810967,0.7353762594701353
17,0.8522448873494798,0.7417411162029965
18,0.8526217970795994,0.749432949127436
19,0.8532586445546292,0.7763427918961873
20,0.8951021230415316,0.7973583915814162
21,0.9353924735025961,0.8131278063231958
22,0.9463358525633111,0.8237513308336805
23,0.9543549319937875,0.8317517628724406
24,0.9728235087696496,0.8384406486753383
25,0.9800172858600366,0.8418429539107223
26,0.9854954738340167,0.8453455538582604
27,0.9855214676085078,0.8462096313783579
28,0.9855474613829988,0.8474671727692141
29,0.9857164209171904,0.8485858445586261
30,0.9857164209171904,0.8492030427872672
31,0.9857164209171904,0.8494036322115756
32,0.9857164209171904,0.8498588159051984
33,0.9857164209171904,0.8501828449752349
34,0.9857229193608131,0.850815473159592
35,0.9857294178044358,0.8510160625839004
36,0.9858918788950046,0.8520730145504483
37,0.9861518166399147,0.8535774352327609
38,0.9861778104144058,0.8558687836565909
39,0.9861843088580285,0.8579055378111065
40,0.9861843088580285,0.8606906448178494
41,0.9861843088580285,0.8626965390609329
42,0.9861843088580285,0.8637226311160487
43,0.9861843088580285,0.8647718681047385
44,0.9862168010761423,0.8659985495841627
45,0.9845077104033584,0.8654507861562437
46,0.9801407562888688,0.8648721628168927
47,0.9808945757491081,0.8659445447391566
48,0.9811155228322817,0.8665000231449336
49,0.9811155228322817,0.8669552068385564
50,0.9811155228322817,0.8677652795136478
51,0.9811155228322817,0.8687836565909056
52,0.9811155228322817,0.8706583962104029
53,0.9811155228322817,0.8714993287969264
54,0.9811155228322817,0.8723865512505979
55,0.9811220212759044,0.873019179434955
56,0.9811285197195272,0.8735129380178679
57,0.9811545134940182,0.8741147062907929
58,0.9811805072685091,0.8746701846965699
59,0.9812194979302457,0.8753645327037911
60,0.9812519901483595,0.8760588807110123
61,0.9812974792537187,0.8765372093382092
62,0.9813884574644373,0.87700010800969
63,0.9814079527953056,0.8774784366368868
64,0.9814794356751558,0.8780493449983798
65,0.9817068812019522,0.8787436930056011
66,0.9820837909320718,0.8797157802157107
67,0.9823242333461136,0.880410128222932
68,0.98255167887291,0.8811970559644494
69,0.9826166633091374,0.8814516502337638
70,0.9826621524144967,0.8817525343702264
71,0.9826881461889877,0.8830563656282306
72,0.9826946446326105,0.8831335154068107
73,0.9827206384071016,0.8834266845654153
74,0.9827206384071016,0.8838741532811801
75,0.9827206384071016,0.8840361678161983
76,0.9827206384071016,0.8842830471076548
77,0.9827271368507242,0.8845685012884013
78,0.982733635294347,0.8847690907127097
79,0.982733635294347,0.884946535203444
80,0.982733635294347,0.8851471246277524
81,0.982733635294347,0.8852088444506164
82,0.982733635294347,0.8852319893841905
83,0.982733635294347,0.8854248638306408
84,0.982733635294347,0.8854325788084988
85,0.982733635294347,0.8854557237420728
86,0.982733635294347,0.885556018454227
87,0.982733635294347,0.8856254532549491
88,0.982733635294347,0.8857488929006774
89,0.982733635294347,0.8858337576571155
90,0.982733635294347,0.8858723325464056
91,0.982733635294347,0.8859340523692697
92,0.982733635294347,0.8859571973028437
93,0.982733635294347,0.8860112021478498
94,0.982733635294347,0.8859957721921338
95,0.982733635294347,0.8860497770371399
96,0.982733635294347,0.886072921970714
97,0.982733635294347,0.8861809316607261
98,0.982733635294347,0.8862117915721582
99,0.982733635294347,0.8862426514835903
100,0.982733635294347,0.8862735113950223
101,0.982733635294347,0.8862812263728803
102,0.9827271368507242,0.8862966563285963
103,0.9827271368507242,0.8863043713064543
104,0.9827271368507242,0.8863429461957444
105,0.9827271368507242,0.8863275162400284
106,0.9827271368507242,0.8863352312178864
107,0.982733635294347,0.8864200959743246
108,0.982733635294347,0.8863892360628925
109,0.982733635294347,0.8863583761514604
110,0.982733635294347,0.8863815210850345
111,0.982785622843329,0.8864355259300406
112,0.982785622843329,0.8864741008193306
113,0.982785622843329,0.8865203906864787
114,0.982785622843329,0.8865435356200527
115,0.982785622843329,0.8865512505979107
116,0.982785622843329,0.8865435356200527
117,0.982889597941293,0.8865666805536269
118,0.982889597941293,0.8865743955314849
119,0.982889597941293,0.8865898254872009
120,0.982889597941293,0.8865821105093429
121,0.982889597941293,0.8865898254872009
122,0.9830715543627301,0.8867672699779352
123,0.9830715543627301,0.8868289898007993
124,0.9830715543627301,0.8868675646900893
125,0.9830650559191074,0.8868907096236633
126,0.9830650559191074,0.8868984246015214
127,0.9830650559191074,0.8869215695350955
128,0.9830650559191074,0.8869755743801016
129,0.9830650559191074,0.8870064342915336
130,0.9830650559191074,0.8870450091808236
131,0.9830650559191074,0.8870372942029656
132,0.9830650559191074,0.8871067290036878
133,0.9830650559191074,0.8871453038929779
134,0.9830650559191074,0.8871607338486939
135,0.9830650559191074,0.8871993087379839
136,0.9830650559191074,0.8872070237158419
137,0.9830650559191074,0.88725331358299
138,0.9830650559191074,0.887261028560848
139,0.9830650559191074,0.8872918884722801
140,0.9832925014459037,0.8873844682065762
