node,category,P,R,Acc,F1
1,Bot,0.0,0.0,0.4749679075738126,0.0
2,DDoS,0.9567988668555241,0.34013091641490434,0.4636,0.5018573551263001
3,DoS GoldenEye,0.0821917808219178,0.002938295788442703,0.3120706575073602,0.005673758865248227
4,DoS Hulk,0.9793400286944046,0.8506979062811565,0.8658,0.9104975323462718
5,DoS Slowhttptest,0.744,0.17748091603053434,0.5474095796676441,0.28659476117103233
6,DoS slowloris,0.35064935064935066,0.025210084033613446,0.4732787674530573,0.047038327526132406
7,FTP-Patator,0.0,0.0,0.4377859103385178,0.0
8,PortScan + Infiltration,0.9591836734693877,0.3308195072900955,0.4564,0.4919626168224299
9,SSH-Patator + Heartbleed,0.0,0.0,0.46826625386996906,0.0
10,WebAttack BF + SQL + XSS,0.0,0.0,0.45274212368728123,0.0
,Average,0.4072163700490584,0.1727277625838747,0.4952321200097642,0.22436243518574148
