node,category,P,R,Acc,F1
1,Bot,0.7766990291262136,0.6217616580310881,0.72400513478819,0.6906474820143885
2,DDoS,0.9272727272727272,0.6370222333250063,0.6694,0.7552199022656597
3,DoS GoldenEye,0.899953466728711,0.9402041808458921,0.8894340857049395,0.9196386115073705
4,DoS Hulk,0.9525839104954715,0.8969149736644093,0.8822,0.9239116393230848
5,DoS Slowhttptest,0.8076525336091003,0.7626953125,0.7903225806451613,0.7845303867403315
6,DoS slowloris,0.6996644295302014,0.38012762078395623,0.5864227250842562,0.4926166568222091
7,FTP-Patator,0.7970297029702971,0.6804733727810651,0.7333028362305581,0.7341541267669859
8,PortScan + Infiltration,0.9458195819581958,0.8686537004294014,0.8566,0.9055957867017775
9,SSH-Patator + Heartbleed,0.8102493074792244,0.9300476947535771,0.8599071207430341,0.8660251665433013
10,WebAttack BF + SQL + XSS,0.8477366255144033,0.9427917620137299,0.8844807467911319,0.8927410617551462
,Average,0.8464661314684545,0.7660692509128125,0.7876075229987272,0.7965080820440255
