node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8111858704793945,0.9902464065708418,0.8798767967145791,0.8918169209431346,0.8010797342192691,0.9902464065708418,0.87217659137577,0.8856749311294766,3.0,3131.0
2,DDoS,0.9827484517841345,0.99975,0.98576,0.9911763247905616,0.9820244585236482,0.99975,0.98516,0.9908079581774485,3.0,19899.0
3,DoS GoldenEye,0.9480216498693542,0.9876531207466459,0.9552531728378909,0.9674316731739834,0.946159568532639,0.9892086330935251,0.9548606568101531,0.9672053231939164,3.0,12255.0
4,DoS Hulk,0.9954722543961251,0.9454,0.95288,0.9697902241370467,0.9784957353321272,0.94645,0.94052,0.9622061253018173,3.0,20177.0
5,DoS Slowhttptest,0.8613075728825255,0.9550497322111706,0.8984161126319906,0.9057596371882086,0.8565006915629322,0.9475899005355777,0.8920610089949159,0.8997457319288049,3.0,8153.0
6,DoS slowloris,0.8487729001036985,0.9119777158774374,0.8701011073663938,0.8792408915943067,0.8418839360807401,0.9294336118848654,0.8728935965334618,0.883495145631068,3.0,7872.0
7,FTP-Patator,0.8795718108831401,0.9974709155285787,0.9245265757936145,0.934818677411709,0.9029304029304029,0.9974709155285787,0.9404446070807795,0.9478490747416486,3.0,6252.0
8,PortScan + Infiltration,0.9601077907704153,0.9976,0.96492,0.9784948873249798,0.9598306633953914,0.9976,0.96468,0.9783509451540933,3.0,19837.0
9,SSH-Patator + Heartbleed,0.9133162246934702,0.991640866873065,0.9487616099071208,0.9508683390233041,0.8890737659456461,0.9925696594427245,0.9343653250773993,0.9379754242246928,3.0,5118.0
10,WebAttack BF + SQL + XSS,0.9093357271095153,0.9454036397573495,0.9255716285580962,0.9270189887897506,0.8983200707338639,0.9482034531031265,0.9204386374241718,0.9225879682179342,3.0,3371.0
,Average,0.9109840252971775,0.972219239756509,0.9306067003809686,0.9396416564376985,0.905629902725666,0.9738522580159239,0.927760042329665,0.93758986277009,3.0,10606.5
