node,category,P,R,Acc,F1
1,Bot,0.6558265582655827,0.6269430051813472,0.6521181001283697,0.6410596026490066
2,DDoS,0.9116080937167199,0.8553584811391456,0.8178,0.8825879623662843
3,DoS GoldenEye,0.8527295810410496,0.9795819154107924,0.872423945044161,0.9117647058823529
4,DoS Hulk,0.9145342886386899,0.8964133433659393,0.8506,0.9053831538948701
5,DoS Slowhttptest,0.7505863956215794,0.9375,0.8128054740957967,0.8336951801997394
6,DoS slowloris,0.7781818181818182,0.97538742023701,0.8401540683678382,0.8656957928802589
7,FTP-Patator,0.7715036112934996,0.9932375316990701,0.8371454711802379,0.868440502586844
8,PortScan + Infiltration,0.9221263697831662,0.998989643849457,0.9324,0.9590203685741998
9,SSH-Patator + Heartbleed,0.7235872235872236,0.9364069952305246,0.794891640866873,0.8163548163548163
10,WebAttack BF + SQL + XSS,0.7554744525547445,0.9473684210526315,0.8168028004667445,0.8406091370558376
,Average,0.8036158392684074,0.9147186757165919,0.8227141500150023,0.852461122244421
