node,category,P,R,Acc,F1
1,Bot,0.6740331491712708,0.6321243523316062,0.6662387676508345,0.6524064171122995
2,DDoS,0.9276773296244785,0.9997501873594804,0.9374,0.9623662378261393
3,DoS GoldenEye,0.8637325433770631,0.9922216820612543,0.8894340857049395,0.9235294117647059
4,DoS Hulk,0.9321161048689138,0.9987459242538249,0.941,0.9642813899987892
5,DoS Slowhttptest,0.7724358974358975,0.94140625,0.8318670576735093,0.8485915492957746
6,DoS slowloris,0.7900383141762453,0.9398359161349134,0.8363023591718826,0.858451290591174
7,FTP-Patator,0.7908540685944856,0.9940828402366864,0.8545288197621226,0.8808988764044944
8,PortScan + Infiltration,0.9230580740014702,0.9515029047739328,0.8988,0.9370646766169154
9,SSH-Patator + Heartbleed,0.7468513853904282,0.9427662957074722,0.81656346749226,0.8334504567814477
10,WebAttack BF + SQL + XSS,0.7842401500938087,0.9565217391304348,0.8436406067677946,0.8618556701030928
,Average,0.8205037016734062,0.9348958091989605,0.8515775164223344,0.8722895976494833
