round,train_acc,val_acc
1,0.7931322871058198,0.6950306136978499
2,0.7931322871058198,0.6962551616118468
3,0.7931076892802676,0.6981347002705397
4,0.7931076892802676,0.6990744695998861
5,0.7930092979780587,0.7034885376619678
6,0.7930092979780587,0.7069628363947031
7,0.7930092979780587,0.7264986473017229
8,0.7930092979780587,0.7343300583796099
9,0.8060215476951837,0.7390858607432721
10,0.8189108082845477,0.7437277516730741
11,0.8251340581492596,0.7520148084864018
12,0.8321444384316427,0.7678484977929659
13,0.8419343730014267,0.7818596041577673
14,0.885349535101097,0.8002563007261854
15,0.9455896098784867,0.8189377758792539
16,0.9543956314261819,0.8223551188950591
17,0.9544940227283908,0.8229246760643599
18,0.9544940227283908,0.8272533105510466
19,0.9541496531706597,0.8506051544923822
20,0.950287794558961,0.8731026626797664
21,0.9492300880602155,0.8702833546917271
22,0.9495498597923944,0.8722768047842803
23,0.9499434250012299,0.8728178840951161
24,0.9504845771633788,0.8739000427167877
25,0.9517636640920942,0.8752669799231098
26,0.9520588379987209,0.8765484835540367
27,0.9528705662419442,0.878684322938915
28,0.9533133271018842,0.8799658265698419
29,0.9538544792640331,0.8804784280222128
30,0.9541742509962119,0.8809055958991884
31,0.9545678162050475,0.88198775452086
32,0.954961381413883,0.8827281788409511
33,0.9554779357504797,0.8830129574256016
34,0.9556009248782408,0.8833831695856471
35,0.9557239140060019,0.8837818596041578
36,0.9558715009593152,0.8843798946319237
37,0.9558960987848674,0.8842659831980635
38,0.9560436857381808,0.8830414352840666
39,0.956068283563733,0.8773173857325929
40,0.956068283563733,0.8772034742987327
41,0.956068283563733,0.8772604300156628
42,0.9560928813892852,0.8774312971664531
43,0.9561420770403897,0.8776591200341735
44,0.9561420770403897,0.8780008543357539
45,0.9561420770403897,0.8783995443542646
46,0.9561420770403897,0.8789406236651004
47,0.9561420770403897,0.8792538801082158
48,0.9561420770403897,0.8789691015235654
49,0.9561420770403897,0.8791399686743557
50,0.9561420770403897,0.8792538801082158
51,0.9561420770403897,0.879339313683611
52,0.9561420770403897,0.879367791542076
53,0.9561420770403897,0.8794817029759362
54,0.9561420770403897,0.8797095258436566
55,0.9561420770403897,0.8797380037021216
56,0.9561420770403897,0.880022782286772
57,0.9561420770403897,0.8801082158621671
58,0.9561666748659419,0.8799373487113769
59,0.9561666748659419,0.8799373487113769
60,0.9561666748659419,0.8799658265698419
61,0.9561666748659419,0.8799373487113769
62,0.9561912726914941,0.880022782286772
63,0.9561912726914941,0.8798803929944469
64,0.9562158705170463,0.8795671365513313
65,0.9562404683425985,0.8795101808344012
66,0.9562404683425985,0.8796240922682614
67,0.9562404683425985,0.8797095258436566
68,0.9562404683425985,0.8797949594190517
69,0.9562404683425985,0.8799658265698419
70,0.9562404683425985,0.8799088708529118
71,0.9562404683425985,0.8797380037021216
72,0.9562404683425985,0.8797664815605867
73,0.9562404683425985,0.8797949594190517
74,0.956289663993703,0.8796240922682614
75,0.9563880552959119,0.878684322938915
76,0.9563880552959119,0.878684322938915
77,0.9563880552959119,0.8785988893635198
78,0.9564126531214641,0.8782001993450093
79,0.9564126531214641,0.8779723764772889
80,0.9564126531214641,0.878029332194219
81,0.9564126531214641,0.878029332194219
82,0.9564126531214641,0.878029332194219
83,0.9564126531214641,0.8780008543357539
84,0.9564126531214641,0.8783710664957995
85,0.9564126531214641,0.8784565000711947
86,0.9564126531214641,0.8785134557881248
87,0.9564126531214641,0.8785134557881248
88,0.9564126531214641,0.8784280222127296
89,0.9564126531214641,0.8784565000711947
90,0.9564126531214641,0.8784280222127296
91,0.9564126531214641,0.8782571550619394
92,0.9564126531214641,0.8782286772034743
93,0.9564126531214641,0.878029332194219
94,0.9564126531214641,0.8782856329204044
95,0.9564126531214641,0.8783710664957995
96,0.9564372509470163,0.8781147657696141
97,0.9564372509470163,0.8781432436280792
98,0.9564372509470163,0.8781432436280792
99,0.9564372509470163,0.8782286772034743
100,0.9564372509470163,0.8783710664957995
101,0.9564372509470163,0.8785134557881248
102,0.9564372509470163,0.8784565000711947
103,0.9564372509470163,0.8784565000711947
104,0.9564372509470163,0.8784565000711947
105,0.9564372509470163,0.8781717214865442
106,0.9564372509470163,0.8784280222127296
107,0.9564372509470163,0.8783995443542646
108,0.9564372509470163,0.8784565000711947
109,0.9564372509470163,0.8784565000711947
110,0.9564372509470163,0.8783995443542646
111,0.9564372509470163,0.8783995443542646
112,0.9564372509470163,0.8783995443542646
113,0.9564372509470163,0.8783710664957995
114,0.9564126531214641,0.8783710664957995
115,0.9564126531214641,0.8785988893635198
116,0.9564126531214641,0.8787697565143101
117,0.9564126531214641,0.8788551900897053
118,0.9564126531214641,0.8789121458066353
119,0.9564126531214641,0.8790830129574256
120,0.9564126531214641,0.8791399686743557
121,0.9564126531214641,0.8791399686743557
122,0.9564126531214641,0.8791969243912858
123,0.9564126531214641,0.8791684465328208
124,0.9564126531214641,0.8793108358251459
125,0.9564126531214641,0.879396269400541
126,0.9564126531214641,0.8795386586928663
127,0.9564126531214641,0.8796810479851915
128,0.9564126531214641,0.8797664815605867
129,0.9564126531214641,0.8797380037021216
130,0.9564126531214641,0.8797949594190517
131,0.9564126531214641,0.8798234372775168
132,0.9564126531214641,0.8801366937206322
133,0.9564126531214641,0.8801651715790972
134,0.9564126531214641,0.8802790830129574
135,0.9564126531214641,0.8803075608714225
136,0.9564126531214641,0.8803075608714225
137,0.9564126531214641,0.8803645165883526
138,0.9564126531214641,0.8803645165883526
139,0.9564126531214641,0.8803929944468176
140,0.9564126531214641,0.8805353837391429
141,0.9564126531214641,0.8809625516161185
142,0.9564126531214641,0.880706250889933
143,0.9564126531214641,0.8810479851915136
144,0.9564126531214641,0.8806492951730029
145,0.9564126531214641,0.8808201623237932
146,0.9564126531214641,0.8808201623237932
147,0.9564126531214641,0.8810479851915136
148,0.9564126531214641,0.8811903744838389
149,0.9563880552959119,0.8816460202192795
150,0.9563880552959119,0.8816460202192795
151,0.9563880552959119,0.8815890645023494
152,0.9563880552959119,0.8815321087854193
153,0.9563880552959119,0.8813897194930941
154,0.9563880552959119,0.8815321087854193
155,0.9563388596448074,0.8822155773885804
156,0.9563388596448074,0.8817599316531397
157,0.9563388596448074,0.8817599316531397
158,0.9562650661681508,0.8826427452655561
159,0.9562650661681508,0.8826427452655561
160,0.9562650661681508,0.8826997009824861
161,0.9562650661681508,0.8826427452655561
162,0.9562650661681508,0.8826427452655561
163,0.9562650661681508,0.882614267407091
164,0.9562650661681508,0.882614267407091
165,0.9562650661681508,0.882614267407091
166,0.9562650661681508,0.882614267407091
167,0.9562650661681508,0.882614267407091
168,0.9562650661681508,0.882614267407091
169,0.9562650661681508,0.8827566566994162
170,0.9562650661681508,0.8827566566994162
171,0.9562650661681508,0.8827566566994162
172,0.9562650661681508,0.8827566566994162
173,0.9562650661681508,0.8827281788409511
174,0.9562650661681508,0.8828705681332764
175,0.9562650661681508,0.8828705681332764
176,0.9562650661681508,0.8828705681332764
177,0.9562650661681508,0.8828420902748113
178,0.9562650661681508,0.8828705681332764
179,0.9562650661681508,0.8828420902748113
180,0.9562650661681508,0.8828990459917414
181,0.9562650661681508,0.8828990459917414
182,0.9562650661681508,0.8828705681332764
183,0.9562650661681508,0.8828136124163463
184,0.9562650661681508,0.8828136124163463
185,0.9562650661681508,0.8828136124163463
186,0.9562650661681508,0.8828136124163463
187,0.9562404683425985,0.8835255588779724
188,0.9562404683425985,0.8835540367364374
189,0.9562404683425985,0.8835540367364374
190,0.9562404683425985,0.8835255588779724
191,0.9562404683425985,0.8836109924533675
192,0.9562404683425985,0.8835255588779724
193,0.9562404683425985,0.8836109924533675
194,0.9562404683425985,0.8835825145949024
195,0.9562404683425985,0.8835540367364374
196,0.9562404683425985,0.8835255588779724
197,0.9562404683425985,0.8835255588779724
198,0.9562404683425985,0.8835255588779724
199,0.9562404683425985,0.8835255588779724
200,0.9562404683425985,0.8835255588779724
