node,category,P,R,Acc,F1
1,Bot,0.6666666666666666,0.010498687664041995,0.5134788189987163,0.020671834625323
2,DDoS,0.9989764585465711,0.9809045226130654,0.984,0.9898580121703854
3,DoS GoldenEye,0.9971590909090909,0.865811544153922,0.9093882891723912,0.9268550303670452
4,DoS Hulk,0.9980646944982029,0.8995763767754796,0.918,0.9462647444298821
5,DoS Slowhttptest,0.9381443298969072,0.0896551724137931,0.5454545454545454,0.16366906474820145
6,DoS slowloris,0.9918809201623816,0.6793327154772938,0.830524795377949,0.8063806380638063
7,FTP-Patator,0.9889570552147239,0.6847918436703483,0.8261665141811528,0.8092369477911646
8,PortScan + Infiltration,0.9978586723768736,0.46963970773494584,0.5782,0.6386842556107589
9,SSH-Patator + Heartbleed,0.5,0.004470938897168405,0.4806501547987616,0.008862629246676515
10,WebAttack BF + SQL + XSS,0.5,0.004842615012106538,0.5180863477246208,0.009592326139088728
,Average,0.8577707888271418,0.46895241244121644,0.7103949465708137,0.5320075483192332
