node,category,P,R,Acc,F1
1,Bot,0.7079646017699115,0.6217616580310881,0.6854942233632862,0.6620689655172414
2,DDoS,0.9256957579032694,0.8558581064201849,0.8296,0.8894080996884736
3,DoS GoldenEye,0.874945722970039,0.9795819154107924,0.8920510304219823,0.9243119266055045
4,DoS Hulk,0.9345724907063196,0.945823927765237,0.904,0.9401645474943904
5,DoS Slowhttptest,0.7798796216680998,0.8857421875,0.8176930596285436,0.8294467306812986
6,DoS slowloris,0.8137028483448807,0.9635369188696444,0.8642272508425614,0.8823038397328882
7,FTP-Patator,0.8064516129032258,0.9932375316990701,0.8673376029277219,0.8901515151515151
8,PortScan + Infiltration,0.9334479371316307,0.9600909320535489,0.9142,0.9465819947702652
9,SSH-Patator + Heartbleed,0.7672301690507152,0.9379968203497615,0.8312693498452013,0.844062947067239
10,WebAttack BF + SQL + XSS,0.8023255813953488,0.9473684210526315,0.8541423570595099,0.8688352570828961
,Average,0.8346216343843441,0.909099841915196,0.8460014874088806,0.8677335823791712
