node,category,P,R,Acc,F1
1,Bot,0.7209944751381215,0.6508728179551122,0.6906290115532734,0.6841415465268676
2,DDoS,0.875116495806151,0.46844599650785734,0.5202,0.6102355808285946
3,DoS GoldenEye,0.861268403171008,0.7263610315186246,0.7324174026823683,0.7880829015544042
4,DoS Hulk,0.8428217821782178,0.3410969196093163,0.423,0.48564806560884294
5,DoS Slowhttptest,0.7703306523681859,0.8101503759398496,0.7756598240469208,0.7897388914338067
6,DoS slowloris,0.7472852912142152,0.7141509433962264,0.7308618199325951,0.7303424987940184
7,FTP-Patator,0.7469879518072289,0.6883005977796754,0.7081427264409881,0.7164444444444444
8,PortScan + Infiltration,0.9398159074817087,0.9994979919678715,0.9486,0.9687385962778251
9,SSH-Patator + Heartbleed,0.7503392130257802,0.9125412541254125,0.81656346749226,0.8235294117647058
10,WebAttack BF + SQL + XSS,0.78515625,0.9370629370629371,0.8401400233372228,0.8544102019128587
,Average,0.8040116422190617,0.7248480865862883,0.7186214275485628,0.7451312139146368
