node,category,P,R,Acc,F1
1,Bot,0.6796657381615598,0.6177215189873417,0.6585365853658537,0.6472148541114059
2,DDoS,0.9324953445065177,0.9997504367357125,0.9418,0.9649524268336745
3,DoS GoldenEye,0.8761987794245859,0.9906357811729917,0.900883218842002,0.9299097848716169
4,DoS Hulk,0.9273873453187018,0.999245283018868,0.9372,0.9619762654395737
5,DoS Slowhttptest,0.7572115384615384,0.8823529411764706,0.7903225806451613,0.815006468305304
6,DoS slowloris,0.7676609105180534,0.9323164918970448,0.823302840635532,0.8420146362462333
7,FTP-Patator,0.799470549305096,1.0,0.8613906678865508,0.8885619713129828
8,PortScan + Infiltration,0.9235156857661395,0.8911683762822117,0.854,0.9070537305831423
9,SSH-Patator + Heartbleed,0.7480417754569191,0.9109697933227345,0.8072755417956656,0.821505376344086
10,WebAttack BF + SQL + XSS,0.7854406130268199,0.9213483146067416,0.8284714119019837,0.8479834539813857
,Average,0.8197088279945932,0.9145508937200116,0.8403182847072749,0.8626178968029405
