node,category,P,R,Acc,F1
1,Bot,0.6796657381615598,0.6321243523316062,0.6700898587933247,0.6550335570469799
2,DDoS,0.9291850475969352,0.9997501873594804,0.9388,0.9631768953068592
3,DoS GoldenEye,0.8644642100804744,0.9922216820612543,0.8900883218842002,0.923947487550928
4,DoS Hulk,0.9305912596401028,0.9987459242538249,0.9396,0.9634647955480281
5,DoS Slowhttptest,0.7657807308970099,0.900390625,0.8123167155425219,0.8276481149012568
6,DoS slowloris,0.7954887218045112,0.9644484958979034,0.8502648050072219,0.8718582612278534
7,FTP-Patator,0.7863818424566088,0.9957734573119188,0.8513266239707228,0.8787765759045132
8,PortScan + Infiltration,0.9196083483638238,0.9014902753220511,0.8596,0.9104591836734693
9,SSH-Patator + Heartbleed,0.7459119496855345,0.9427662957074722,0.8157894736842105,0.8328651685393258
10,WebAttack BF + SQL + XSS,0.774074074074074,0.9565217391304348,0.8354725787631272,0.8556806550665302
,Average,0.8191151922760636,0.9284233034375946,0.846334837764533,0.8682910694765743
