node,category,P,R,Acc,F1
1,Bot,0.7134986225895317,0.6658097686375322,0.699614890885751,0.6888297872340425
2,DDoS,0.8946314102564102,0.5621852970795569,0.5996,0.6904761904761905
3,DoS GoldenEye,0.8557066824364281,0.708619000979432,0.7255479228001308,0.7752477899812483
4,DoS Hulk,0.8334426229508197,0.31679960119641076,0.401,0.45909337186201915
5,DoS Slowhttptest,0.7649219467401286,0.7948473282442748,0.7697947214076246,0.7795975666822649
6,DoS slowloris,0.7472745292368682,0.704014939309057,0.724602792489167,0.725
7,FTP-Patator,0.753384912959381,0.6692439862542955,0.707227813357731,0.7088262056414922
8,PortScan + Infiltration,0.9372937293729373,0.9994972347913524,0.9464,0.9673965936739659
9,SSH-Patator + Heartbleed,0.76953125,0.9263322884012539,0.826625386996904,0.8406827880512091
10,WebAttack BF + SQL + XSS,0.7870722433460076,0.9409090909090909,0.838973162193699,0.8571428571428571
,Average,0.8056757949888513,0.7288258535802257,0.7239386690131007,0.749229315074529
