round,train_acc,val_acc
1,0.8484401619373867,0.6467721843628637
2,0.8746542343695616,0.6768886934857478
3,0.8771730568429537,0.6829339781636989
4,0.8766692923482753,0.6822012163845533
5,0.8788675374159629,0.6857184729244523
6,0.8765776988037883,0.6830805305195281
7,0.8733261279745004,0.6759361031728585
8,0.8745809595339721,0.6800029310471166
9,0.8722636428584514,0.6749468747710119
10,0.8701661506896994,0.6690481424488899
11,0.8743244976094084,0.6793434454458855
12,0.8741321511659859,0.6798563786912875
13,0.8722270054406566,0.6763024840624313
14,0.8648262470461082,0.6636623433721697
15,0.8741504698748832,0.6797464644244157
16,0.8722636428584514,0.6758994650839012
17,0.8649086812361465,0.6638821719059134
18,0.8747916246862921,0.6811753498937495
19,0.8684075546355493,0.667106323734154
20,0.8728040447709245,0.6776580933538506
21,0.8714209822491711,0.6748369605041401
22,0.8739214860136657,0.6798930167802447
23,0.8714667790214146,0.6733347988568916
24,0.8731063034677315,0.6788305122004836
25,0.8730788254043855,0.6794899978017147
26,0.8703218597153273,0.6703304755623947
27,0.8583689021597758,0.6568842969150729
28,0.8789591309604499,0.6899684912434967
29,0.8753961420799062,0.6827507877189126
30,0.871576691274799,0.6778046457096798
31,0.8722819615673487,0.6784274932219535
32,0.8702577442341863,0.6708800468967538
33,0.8736650240891022,0.6804792262035613
34,0.8715858506292476,0.6768154173078332
35,0.8780706735789262,0.6891990913753938
36,0.8743336569638572,0.6810654356268777
37,0.8750572459653043,0.6823844068293398
38,0.8720712964150287,0.6785740455777827
39,0.8717507190093242,0.6783908551329962
40,0.8782538606679001,0.6893822818201802
41,0.8801498470387807,0.6915072909797025
42,0.8823664108153657,0.6943650619183703
43,0.8782172232501053,0.6895654722649667
44,0.8657971386176703,0.6645416575071444
45,0.8783729322757332,0.6891624532864365
46,0.8711462016157101,0.6739942844581227
47,0.8783088167945923,0.6895288341760094
48,0.8788217406437194,0.6901516816882831
49,0.8654307644397223,0.664358467062358
50,0.8818260089028925,0.6935223858723529
51,0.8718972686805034,0.6768520553967905
52,0.8812672882815219,0.6930827288048655
53,0.8781531077689645,0.6894555579980948
54,0.8758999065745846,0.6833369971422291
55,0.882357251460917,0.6943284238294131
56,0.8786935096814377,0.689089177108522
57,0.8807177270146,0.6920202242251045
58,0.8784004103390793,0.6895654722649667
59,0.8860118338859477,0.6979922327251411
60,0.8851874919855649,0.69733274712391
61,0.9023246441590796,0.7188759434307906
62,0.8856637784168971,0.6978456803693119
63,0.9047060763157413,0.7222100095259031
64,0.8859568777592556,0.7001905180625778
65,0.8850409423143857,0.697589213746611
66,0.9075179981314917,0.7257639041547593
67,0.9169154957958563,0.7375247307100462
68,0.889281723424133,0.7041840697589213
69,0.912216746963674,0.7315160841210523
70,0.9082141090695928,0.7263501135780758
71,0.9138654307644397,0.733714369458489
72,0.9116855044056494,0.730966512786693
73,0.9157522577808717,0.7359126547959258
74,0.9084797303486051,0.7277789990474097
75,0.9210738427155654,0.7417747490290907
76,0.9127479895216986,0.7320290173664542
77,0.9213761014123725,0.7421411299186634
78,0.917107842239279,0.7377445592437899
79,0.9214768543113081,0.7423243203634499
80,0.926340471523567,0.7493221953542903
81,0.920661671765374,0.7412251776947314
82,0.9141035739801059,0.7338242837253609
83,0.9194892743959405,0.7399794826701839
84,0.9149920313616297,0.7350333406609512
85,0.9068768433200828,0.7241884663295962
86,0.9076095916759787,0.7255074375320584
87,0.9091850006411548,0.7288048655382136
88,0.9130868856363004,0.7327617791455998
89,0.9170437267581381,0.737378178354217
90,0.9206891498287201,0.7411152634278596
91,0.9162651816299987,0.7364988642192424
92,0.9139661836633755,0.7340441122591046
93,0.915678982945282,0.7360225690627977
94,0.9199655608272729,0.740638968271415
95,0.9190496253824031,0.7397230160474829
96,0.9218981846159483,0.744449329522972
97,0.9140028210811701,0.7344471312376346
98,0.9155415926285515,0.7360958452407123
99,0.9175474912528165,0.7382208544002344
100,0.9132334353074796,0.7332380743020444
101,0.9251497554452363,0.7477467575291272
102,0.9301874003920204,0.753865318384993
103,0.9267343237648611,0.7503480618450942
104,0.9142501236512851,0.7357294643511394
