node,category,P,R,Acc,F1
1,Bot,0.7378917378917379,0.6658097686375322,0.7150192554557124,0.7
2,DDoS,0.9133333333333333,0.620845921450151,0.652,0.7392086330935251
3,DoS GoldenEye,0.8822384428223844,0.8878550440744368,0.845927379784102,0.88503783256041
4,DoS Hulk,0.9389788293897883,0.9396809571286141,0.9026,0.9393297620530708
5,DoS Slowhttptest,0.7741635687732342,0.7948473282442748,0.7761485826001955,0.7843691148775894
6,DoS slowloris,0.809328968903437,0.9234360410831,0.8483389504092441,0.8626253815961622
7,FTP-Patator,0.7447418738049714,0.6692439862542955,0.7017383348581885,0.7049773755656109
8,PortScan + Infiltration,0.9409373505499761,0.9891905480140775,0.942,0.9644607843137255
9,SSH-Patator + Heartbleed,0.7760210803689065,0.9231974921630094,0.8304953560371517,0.8432355046528275
10,WebAttack BF + SQL + XSS,0.7824427480916031,0.9318181818181818,0.8319719953325554,0.8506224066390041
,Average,0.8300077933929371,0.8345925268867672,0.8046239854477151,0.8273866795351926
