node,category,P,R,Acc,F1
1,Bot,0.7684887459807074,0.6112531969309463,0.7124518613607189,0.6809116809116809
2,DDoS,0.936279926335175,0.637892095357591,0.6768,0.7588059701492538
3,DoS GoldenEye,0.9102564102564102,0.9283292978208233,0.8897612037945698,0.9192040278110765
4,DoS Hulk,0.9393833216538192,0.6692461308037944,0.7004,0.7816326530612245
5,DoS Slowhttptest,0.807843137254902,0.7907869481765835,0.7976539589442815,0.7992240543161979
6,DoS slowloris,0.81375,0.5750883392226148,0.6966779008184882,0.6739130434782609
7,FTP-Patator,0.8065194532071503,0.6572407883461868,0.7328453796889296,0.724268177525968
8,PortScan + Infiltration,0.9526627218934911,0.877601585728444,0.866,0.9135929842661852
9,SSH-Patator + Heartbleed,0.8539325842696629,0.9156626506024096,0.8761609907120743,0.8837209302325582
10,WebAttack BF + SQL + XSS,0.8540772532188842,0.9476190476190476,0.8949824970828472,0.8984198645598194
,Average,0.8643193554070201,0.7610720080608441,0.784373379240191,0.8033693386312224
