node,category,P,R,Acc,F1
1,Bot,0.39285714285714285,0.028277634961439587,0.49293966623876767,0.05275779376498801
2,DDoS,0.9850039463299132,0.6283987915407855,0.6972,0.7672917307101137
3,DoS GoldenEye,0.9749082007343941,0.7801175318315378,0.8397121360811253,0.8667029379760609
4,DoS Hulk,0.9871901977165135,0.8835992023928215,0.8974,0.9325266342233329
5,DoS Slowhttptest,0.9349753694581281,0.9055343511450382,0.9193548387096774,0.9200193892389724
6,DoS slowloris,0.9186535764375876,0.611577964519141,0.7717862301396244,0.734304932735426
7,FTP-Patator,0.0,0.0,0.43595608417200366,0.0
8,PortScan + Infiltration,0.13043478260869565,0.0015082956259426848,0.1976,0.002982107355864811
9,SSH-Patator + Heartbleed,0.07142857142857142,0.003134796238244514,0.48761609907120745,0.006006006006006006
10,WebAttack BF + SQL + XSS,0.24,0.013636363636363636,0.47141190198366395,0.025806451612903226
,Average,0.5635451787570946,0.3855784931891314,0.6210976956396069,0.43083979836236674
