node,category,P,R,Acc,F1
1,Bot,0.7100591715976331,0.6217616580310881,0.686777920410783,0.6629834254143646
2,DDoS,0.9388593523441277,0.970522108418686,0.9258,0.9544282029234737
3,DoS GoldenEye,0.8838120104438643,0.9873602333495382,0.9041543997383056,0.9327210103329506
4,DoS Hulk,0.9375932371954252,0.945823927765237,0.9066,0.9416905980771632
5,DoS Slowhttptest,0.7846846846846847,0.8505859375,0.8084066471163245,0.8163074039362699
6,DoS slowloris,0.8211708099438653,0.9334548769371012,0.857486759749639,0.8737201365187713
7,FTP-Patator,0.8202797202797203,0.9915469146238377,0.8778591033851784,0.8978185993111366
8,PortScan + Infiltration,0.9419198055893074,0.9790351098762313,0.9356,0.9601189001733961
9,SSH-Patator + Heartbleed,0.7720685111989459,0.931637519872814,0.8328173374613003,0.8443804034582133
10,WebAttack BF + SQL + XSS,0.8178053830227743,0.9038901601830663,0.8483080513418904,0.8586956521739131
,Average,0.8428252686300348,0.9115618446557597,0.8583810219203422,0.8742864332319652
