node,category,P,R,Acc,F1
1,Bot,0.7507246376811594,0.6658097686375322,0.7227214377406932,0.7057220708446866
2,DDoS,0.918141592920354,0.6268882175226587,0.6592,0.7450628366247756
3,DoS GoldenEye,0.8985016916384727,0.9103819784524976,0.8714425907752699,0.9044028216978838
4,DoS Hulk,0.9428345626975764,0.8920737786640079,0.87,0.9167520491803278
5,DoS Slowhttptest,0.8123953098827471,0.9255725190839694,0.852394916911046,0.8652988403211418
6,DoS slowloris,0.8258785942492013,0.965452847805789,0.8772267693789119,0.8902281532501076
7,FTP-Patator,0.7690029615004936,0.6692439862542955,0.7168344007319305,0.7156637574644006
8,PortScan + Infiltration,0.9445394576105546,0.9718451483157365,0.9322,0.9579977697930864
9,SSH-Patator + Heartbleed,0.7959459459459459,0.9231974921630094,0.8452012383900929,0.8548621190130624
10,WebAttack BF + SQL + XSS,0.798828125,0.9295454545454546,0.8436406067677946,0.8592436974789915
,Average,0.8456792879126505,0.8480011191444949,0.8190861960695738,0.8415234115668465
