node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7816045380875203,0.9902464065708418,0.856776180698152,0.873641304347826,0.7645659928656362,0.9902464065708418,0.8426591375770021,0.8628942071125028,3.0,3139.0
2,DDoS,0.9847768253029855,0.99945,0.9872,0.992059159263487,0.9857967154904572,0.99945,0.98804,0.9925764083720238,3.0,19889.0
3,DoS GoldenEye,0.9140016880802776,0.9475014582928252,0.904684024597671,0.9304501408181775,0.9013668267454747,0.9488625315963446,0.895721575297658,0.9245050677275741,3.0,12335.0
4,DoS Hulk,0.9915436735122642,0.9439,0.94868,0.9671354286738902,0.9800953763217914,0.9454,0.94096,0.962435101292884,3.0,20094.0
5,DoS Slowhttptest,0.9166009463722398,0.8892501912777353,0.9020336331638639,0.9027184466019418,0.9058777582503418,0.8873374139250191,0.8952874462260462,0.8965117402647599,3.0,7995.0
6,DoS slowloris,0.7833506454963645,0.9803156917363045,0.8492055849783341,0.870834708017156,0.7686946420792798,0.9831012070566388,0.8378430428502648,0.8627770534550195,3.0,8379.0
7,FTP-Patator,0.8578886310904872,0.9974709155285787,0.9089744762601775,0.9224292507990957,0.8803571428571428,0.9974709155285787,0.9250754734242064,0.935262034621769,3.0,6058.0
8,PortScan + Infiltration,0.9549760765550239,0.99795,0.96072,0.9759902200488998,0.9577133531726985,0.99765,0.96288,0.9772738404270951,3.0,19848.0
9,SSH-Patator + Heartbleed,0.8987056837366347,0.9888544891640867,0.9386996904024768,0.941627358490566,0.8773610730906105,0.9922600619195047,0.926780185758514,0.9312799651314834,3.0,5128.0
10,WebAttack BF + SQL + XSS,0.9211401425178147,0.9048063462435838,0.9136724218385441,0.9129001883239172,0.9077715355805244,0.9048063462435838,0.906439570695287,0.9062865155410142,3.0,3357.0
,Average,0.9004588850751614,0.9639745498813956,0.9170646011939219,0.9289786205384957,0.8929600416453957,0.9646584882840511,0.9121686431828978,0.9251801933946127,3.0,10622.2
