node,category,P,R,Acc,F1
1,Bot,0.7413793103448276,0.6632390745501285,0.7163029525032092,0.7001356852103121
2,DDoS,0.9149871747893001,0.62865055387714,0.6586,0.7452619012087748
3,DoS GoldenEye,0.8874937217478654,0.8653281096963761,0.8367680732744521,0.8762707661790231
4,DoS Hulk,0.9383363946470743,0.8913260219341974,0.8658,0.9142272785376454
5,DoS Slowhttptest,0.7828947368421053,0.7948473282442748,0.7820136852394917,0.7888257575757576
6,DoS slowloris,0.8152173913043478,0.9103641456582633,0.8473760231102552,0.8601676224084693
7,FTP-Patator,0.7659783677482792,0.6692439862542955,0.7150045745654163,0.7143512150389729
8,PortScan + Infiltration,0.9367122552963261,0.8780794369029663,0.8558,0.9064486830154405
9,SSH-Patator + Heartbleed,0.792225201072386,0.9263322884012539,0.8436532507739938,0.8540462427745664
10,WebAttack BF + SQL + XSS,0.7961538461538461,0.9409090909090909,0.8459743290548425,0.8625
,Average,0.8371378399946356,0.8168320036427987,0.796729288852166,0.8222235151948961
