node,category,P,R,Acc,F1
1,Bot,0.7092391304347826,0.6709511568123393,0.6983311938382541,0.6895640686922061
2,DDoS,0.9315196998123827,1.0,0.9416,0.9645458960660515
3,DoS GoldenEye,0.8752678954136305,1.0,0.9048086359175662,0.9334857142857143
4,DoS Hulk,0.9371642139686989,1.0,0.9462,0.9675630049439287
5,DoS Slowhttptest,0.7769784172661871,0.9274809160305344,0.8264907135874878,0.8455850369725968
6,DoS slowloris,0.7870007830853563,0.938375350140056,0.8372652864708714,0.8560477001703578
7,FTP-Patator,0.7934560327198364,1.0,0.8613906678865508,0.8848346636259977
8,PortScan + Infiltration,0.9287986298018106,0.954248366013072,0.9054,0.9413515189088655
9,SSH-Patator + Heartbleed,0.7709090909090909,0.9968652037617555,0.8521671826625387,0.8694463431305537
10,WebAttack BF + SQL + XSS,0.7711711711711712,0.9727272727272728,0.8378063010501751,0.8603015075376884
,Average,0.8281505064582946,0.946064826548503,0.8611459981413445,0.881272545433396
