node,category,P,R,Acc,F1
1,Bot,0.6956521739130435,0.6217616580310881,0.6777920410783055,0.6566347469220246
2,DDoS,0.928639846743295,0.9687734199350487,0.9154,0.9482821860863186
3,DoS GoldenEye,0.8701243034719246,0.9868740884783666,0.8920510304219823,0.9248291571753986
4,DoS Hulk,0.929275505174963,0.945823927765237,0.8994,0.9374766935985084
5,DoS Slowhttptest,0.768385460693153,0.8876953125,0.8098729227761485,0.8237426370638876
6,DoS slowloris,0.8019726858877086,0.9635369188696444,0.8550794415021666,0.8753623188405797
7,FTP-Patator,0.7987763426240653,0.9932375316990701,0.8609332113449222,0.8854559155990958
8,PortScan + Infiltration,0.9336638338054769,0.998989643849457,0.943,0.9652226967663209
9,SSH-Patator + Heartbleed,0.7509578544061303,0.9348171701112877,0.8173374613003096,0.8328611898016998
10,WebAttack BF + SQL + XSS,0.7976878612716763,0.9473684210526315,0.8506417736289381,0.8661087866108786
,Average,0.8275135867991438,0.924887809229183,0.8521507882052772,0.8715976328464713
