node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8156761412575366,0.9722792607802875,0.8762833675564682,0.8871194379391101,0.8309859154929577,0.9691991786447639,0.8860369609856262,0.8947867298578199,3.0,2556.0
2,DDoS,0.9831833603776369,0.99975,0.98612,0.9913974762624885,0.9803392822121985,0.99975,0.98376,0.9899494999504902,3.0,19934.0
3,DoS GoldenEye,0.8960239268121042,0.9902780478320047,0.9161324087400236,0.9407961577537637,0.8803935105281325,0.9918335601788839,0.9038335732042392,0.9327969278595593,3.0,12351.0
4,DoS Hulk,0.9915054270882492,0.94545,0.94988,0.9679301783931816,0.9795664994051007,0.9468,0.94164,0.9629045790852,3.0,20128.0
5,DoS Slowhttptest,0.8657355679702048,0.8892501912777353,0.872897927258506,0.8773353462917531,0.8581992974671844,0.887911247130834,0.8677160735236605,0.8728024819027922,3.0,8058.0
6,DoS slowloris,0.7998046875,0.9125348189415042,0.8362060664419836,0.8524590163934426,0.7946229716831054,0.9275766016713092,0.8381319210399615,0.8559677833947391,3.0,8319.0
7,FTP-Patator,0.91692498450093,0.9974709155285787,0.9495929009239776,0.955503512880562,0.932573599240266,0.9934243803743045,0.9574604336291281,0.9620377173646828,3.0,6504.0
8,PortScan + Infiltration,0.9571825853471423,0.99815,0.9628,0.9772371255140004,0.9592396535129932,0.99665,0.96344,0.9775870524767043,3.0,19869.0
9,SSH-Patator + Heartbleed,0.820236260914227,0.9888544891640867,0.8860681114551083,0.8966872543514879,0.8019553772875407,0.9904024767801858,0.8729102167182663,0.8862723368887657,3.0,5185.0
10,WebAttack BF + SQL + XSS,0.9277511961722488,0.9048063462435838,0.9171721885207653,0.9161351287502953,0.9052287581699346,0.9048063462435838,0.9050396640223985,0.9050175029171529,3.0,3361.0
,Average,0.897402413794028,0.9598824069767782,0.9153152970896834,0.9262600634530085,0.8923104864999415,0.9608353791023866,0.911996884312328,0.9240122611697906,3.0,10626.5
