node,category,P,R,Acc,F1
1,Bot,0.7029411764705882,0.6112531969309463,0.675224646983312,0.6538987688098495
2,DDoS,0.8965395480225988,0.6371392722710163,0.6522,0.744902449757958
3,DoS GoldenEye,0.8604014598540146,0.913317191283293,0.841347726529277,0.8860700023490721
4,DoS Hulk,0.9285348360655737,0.9048926610084873,0.868,0.9165613147914032
5,DoS Slowhttptest,0.7448453608247423,0.8320537428023033,0.7693059628543499,0.786038077969175
6,DoS slowloris,0.8161708619374524,0.9452296819787986,0.8541165142031777,0.8759721653704462
7,FTP-Patator,0.7215428033866416,0.6572407883461868,0.6816102470265325,0.6878923766816144
8,PortScan + Infiltration,0.9361652739090065,0.9992566897918731,0.9444,0.9666826462128476
9,SSH-Patator + Heartbleed,0.7803320561941252,0.9201807228915663,0.8258513931888545,0.8445058742225293
10,WebAttack BF + SQL + XSS,0.7756286266924565,0.9547619047619048,0.8424737456242707,0.855923159018143
,Average,0.8163102003357199,0.8375325852066376,0.7954530236409775,0.821844683518304
