node,category,P,R,Acc,F1
1,Bot,0.7430340557275542,0.6417112299465241,0.7214377406931964,0.6886657101865137
2,DDoS,0.9180389221556886,0.6224308551129155,0.6586,0.7418720701648268
3,DoS GoldenEye,0.8988307066598882,0.8561743341404359,0.8377494275433431,0.876984126984127
4,DoS Hulk,0.9373844121532364,0.8961859055317,0.8704,0.9163223140495868
5,DoS Slowhttptest,0.7867298578199052,0.8027079303675049,0.7903225806451613,0.7946385830540929
6,DoS slowloris,0.781099324975892,0.7458563535911602,0.757823784304285,0.7630711257654262
7,FTP-Patator,0.7917098445595855,0.6591889559965487,0.727355901189387,0.71939736346516
8,PortScan + Infiltration,0.9529663281667557,0.8917229307326832,0.8782,0.9213279937992508
9,SSH-Patator + Heartbleed,0.8247566063977747,0.9193798449612403,0.8622291021671826,0.8695014662756598
10,WebAttack BF + SQL + XSS,0.8365180467091295,0.933649289099526,0.8774795799299884,0.8824188129899216
,Average,0.847106810532541,0.7969007629480238,0.7981598116472544,0.8174199566734565
