node,category,P,R,Acc,F1
1,Bot,0.16666666666666666,0.01837270341207349,0.4749679075738126,0.03309692671394799
2,DDoS,0.966626065773447,0.9969849246231156,0.9702,0.9815708101422387
3,DoS GoldenEye,0.9387564282374942,0.9906265416872225,0.9509322865554465,0.9639942390782525
4,DoS Hulk,0.9698979591836735,0.9474208821330675,0.9342,0.9585276692297996
5,DoS Slowhttptest,0.8519774011299435,0.7428571428571429,0.8084066471163245,0.7936842105263158
6,DoS slowloris,0.7564575645756457,0.3799814643188137,0.614347616754935,0.5058605798889574
7,FTP-Patator,0.853220696937698,0.6864910790144435,0.7676120768526989,0.7608286252354048
8,PortScan + Infiltration,0.8898858075040783,0.2748803224993701,0.3974,0.4200192492781521
9,SSH-Patator + Heartbleed,0.8808510638297873,0.9254843517138599,0.8962848297213623,0.9026162790697675
10,WebAttack BF + SQL + XSS,0.3,0.05811138014527845,0.4807467911318553,0.0973630831643002
,Average,0.7574339653838434,0.6021210792404388,0.7295098155706434,0.6417561672327137
