node,category,P,R,Acc,F1
1,Bot,0.5708333333333333,0.35958005249343833,0.5545571245186136,0.44122383252818037
2,DDoS,0.9296893249240832,1.0,0.9398,0.9635637332042125
3,DoS GoldenEye,0.8656909169177788,0.992106561420819,0.892705266601243,0.9245977011494253
4,DoS Hulk,0.9258489258489259,0.9987540493396462,0.9348,0.960920642531767
5,DoS Slowhttptest,0.7608695652173914,0.9310344827586207,0.8206256109481916,0.8373947718210013
6,DoS slowloris,0.7510760401721664,0.9703429101019463,0.8175252768415985,0.8467448443186413
7,FTP-Patator,0.7904633982538617,1.0,0.8572735590118938,0.8829707426856714
8,PortScan + Infiltration,0.8919622518711356,0.690602166792643,0.688,0.7784720249928997
9,SSH-Patator + Heartbleed,0.761266747868453,0.9314456035767511,0.8126934984520123,0.8378016085790885
10,WebAttack BF + SQL + XSS,0.7436893203883496,0.927360774818402,0.8109684947491248,0.8254310344827587
,Average,0.799138982479548,0.8801226601302267,0.8128948831122678,0.8299120936293646
