node,category,P,R,Acc,F1
1,Bot,0.1780821917808219,0.03324808184143223,0.43774069319640563,0.05603448275862069
2,DDoS,0.9686436558094312,1.0,0.9742,0.9840721076676133
3,DoS GoldenEye,0.9462867818776273,0.9811138014527845,0.9496238141969251,0.9633856395625298
4,DoS Hulk,0.9688765182186235,0.9558162755866201,0.94,0.962302085951244
5,DoS Slowhttptest,0.8663883089770354,0.7965451055662188,0.833822091886608,0.83
6,DoS slowloris,0.7192513368983957,0.23763250883392226,0.5339431872893596,0.35723771580345287
7,FTP-Patator,0.007462686567164179,0.000856898029134533,0.4057639524245197,0.0015372790161414297
8,PortScan + Infiltration,0.08974358974358974,0.003468780971258672,0.1672,0.006679389312977099
9,SSH-Patator + Heartbleed,0.044444444444444446,0.006024096385542169,0.42260061919504643,0.010610079575596816
10,WebAttack BF + SQL + XSS,0.09090909090909091,0.011904761904761904,0.4574095682613769,0.021052631578947368
,Average,0.48800886052262243,0.4026610310571675,0.6122303926450241,0.4192911411227124
