node,category,P,R,Acc,F1
1,Bot,0.655860349127182,0.655860349127182,0.6456996148908858,0.655860349127182
2,DDoS,0.9275798241554836,1.0,0.9374,0.9624294802544713
3,DoS GoldenEye,0.8837998303647159,0.9952244508118434,0.9070984625449787,0.9362084456424079
4,DoS Hulk,0.9298858607034708,0.9997495617330328,0.9396,0.9635529809316921
5,DoS Slowhttptest,0.7823343848580442,0.9323308270676691,0.8299120234604106,0.8507718696397941
6,DoS slowloris,0.7775314116777532,0.9924528301886792,0.8512277323062108,0.8719436386241194
7,FTP-Patator,0.7861466039004708,0.9982920580700256,0.8536139066788655,0.8796087283671934
8,PortScan + Infiltration,0.91998983997968,0.9091365461847389,0.8646,0.914530993561419
9,SSH-Patator + Heartbleed,0.7319316688567674,0.9191419141914191,0.8041795665634675,0.8149231894659839
10,WebAttack BF + SQL + XSS,0.7825242718446602,0.9393939393939394,0.838973162193699,0.8538135593220338
,Average,0.8177584045468228,0.934158247676853,0.847230446863852,0.8703643234936298
