node,category,P,R,Acc,F1
1,Bot,0.7079646017699115,0.6217616580310881,0.6854942233632862,0.6620689655172414
2,DDoS,0.9277010560519903,0.8558581064201849,0.8312,0.8903326403326404
3,DoS GoldenEye,0.8776132404181185,0.9795819154107924,0.8943408570493948,0.9257983000229727
4,DoS Hulk,0.9354998759612999,0.945823927765237,0.9048,0.9406335744574706
5,DoS Slowhttptest,0.7841105354058722,0.88671875,0.8211143695014663,0.8322639780018332
6,DoS slowloris,0.8200155159038014,0.9635369188696444,0.869041887337506,0.8860016764459346
7,FTP-Patator,0.8125864453665284,0.9932375316990701,0.8723696248856359,0.893875998478509
8,PortScan + Infiltration,0.9308622502628812,0.8944177822682495,0.8638,0.9122761818884452
9,SSH-Patator + Heartbleed,0.7692307692307693,0.9379968203497615,0.8328173374613003,0.8452722063037249
10,WebAttack BF + SQL + XSS,0.80859375,0.9473684210526315,0.8588098016336057,0.8724973656480506
,Average,0.8374178040371174,0.9026301831866659,0.8433788101232196,0.8661020887096822
