node,category,P,R,Acc,F1
1,Bot,0.7029411764705882,0.6112531969309463,0.675224646983312,0.6538987688098495
2,DDoS,0.9305094130675526,0.8434127979924718,0.825,0.8848229564301698
3,DoS GoldenEye,0.884293884733832,0.9733656174334141,0.8959764474975466,0.9266943291839558
4,DoS Hulk,0.9396338446313706,0.9480778831752371,0.9096,0.9438369781312127
5,DoS Slowhttptest,0.7779646761984861,0.8877159309021113,0.8137829912023461,0.8292245629762438
6,DoS slowloris,0.8339651250947687,0.9717314487632509,0.8791526239768898,0.8975928192574459
7,FTP-Patator,0.8124128312412832,0.998286203941731,0.8760292772186642,0.8958093041138023
8,PortScan + Infiltration,0.9391040597293514,0.9972745292368682,0.9456,0.9673155491468397
9,SSH-Patator + Heartbleed,0.8028909329829172,0.9201807228915663,0.8428792569659442,0.8575438596491228
10,WebAttack BF + SQL + XSS,0.7964071856287425,0.95,0.8564760793465578,0.8664495114006515
,Average,0.8420123129778891,0.9101298331267597,0.851972132319126,0.8723188639099295
