node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7765700483091788,0.9902464065708418,0.8526694045174538,0.8704873646209387,0.7868041237113402,0.9794661190965093,0.8570328542094456,0.8726274868511319,3.0,2399.0
2,DDoS,0.97053684108339,0.99975,0.97552,0.9849268508940446,0.967812197483059,0.99975,0.9732,0.9835218888342351,3.0,19880.0
3,DoS GoldenEye,0.9099990486157359,0.9299047248687536,0.8909459636268481,0.9198442082992739,0.8934861615879228,0.9321407738673926,0.8795629988224519,0.9124042441832803,3.0,12358.0
4,DoS Hulk,0.9906199234921134,0.9452,0.949,0.9673771204871683,0.9771402033128644,0.9468,0.93972,0.9617308717844536,3.0,20114.0
5,DoS Slowhttptest,0.8661945583302274,0.8890589135424637,0.8730934689088776,0.8774778176326222,0.8630422428490244,0.8714613618974751,0.8636096988658585,0.8672313695631484,3.0,8057.0
6,DoS slowloris,0.8001628664495114,0.9123491179201486,0.8363986519017814,0.8525813449023861,0.8042060645582002,0.9160631383472609,0.8408281174771305,0.8564979598923518,3.0,7490.0
7,FTP-Patator,0.9045871559633027,0.9974709155285787,0.9415424023419632,0.9487611258118835,0.9285602135343068,0.9971337042657225,0.9568200530601043,0.9616260162601626,3.0,6751.0
8,PortScan + Infiltration,0.9601482408432401,0.99745,0.96484,0.9784437305343698,0.9558302194117083,0.9976,0.9612,0.9762685325634878,3.0,19899.0
9,SSH-Patator + Heartbleed,0.8941070894406222,0.9253869969040248,0.9078947368421053,0.9094781682641108,0.8676726639582124,0.9256965944272446,0.8922600619195047,0.895745955662073,3.0,5076.0
10,WebAttack BF + SQL + XSS,0.897931654676259,0.9318712085860943,0.9129724685020999,0.9145866727730707,0.8820671378091873,0.9318712085860943,0.9036397573495101,0.9062854549580214,3.0,3369.0
,Average,0.8970857427203581,0.9518688283920905,0.9104877096641129,0.9223964404219869,0.8926621228215825,0.9497982900487699,0.9067873541704005,0.9193939780552347,3.0,10539.3
