node,category,P,R,Acc,F1
1,Bot,0.7655786350148368,0.6632390745501285,0.730423620025674,0.7107438016528925
2,DDoS,0.950158035497204,0.9838872104733132,0.9462,0.9667285095856525
3,DoS GoldenEye,0.9060251798561151,0.9867776689520078,0.9228001308472359,0.9446788560712611
4,DoS Hulk,0.9443887775551102,0.9396809571286141,0.9072,0.9420289855072463
5,DoS Slowhttptest,0.8131089459698848,0.8759541984732825,0.8333333333333334,0.8433624253559945
6,DoS slowloris,0.8357605177993528,0.9645191409897292,0.8839672604718344,0.8955353272648461
7,FTP-Patator,0.8379160636758322,0.9948453608247423,0.8947849954254345,0.9096622152395916
8,PortScan + Infiltration,0.9446874196038075,0.9230769230769231,0.8958,0.9337571519389701
9,SSH-Patator + Heartbleed,0.6441558441558441,0.3887147335423197,0.5921052631578947,0.48484848484848486
10,WebAttack BF + SQL + XSS,0.8166666666666667,0.8909090909090909,0.8413068844807468,0.8521739130434782
,Average,0.8458446085794655,0.8611604358920152,0.8447921487742154,0.8483519670508418
