node,category,P,R,Acc,F1
1,Bot,0.7412140575079872,0.6089238845144357,0.7047496790757382,0.6685878962536023
2,DDoS,0.916219119226638,0.642964824120603,0.669,0.7556474235936808
3,DoS GoldenEye,0.8876146788990825,0.9546127281697089,0.8897612037945698,0.9198954124078916
4,DoS Hulk,0.9372894532262244,0.9013207076999751,0.8724,0.9189532520325203
5,DoS Slowhttptest,0.785171102661597,0.8137931034482758,0.7971652003910068,0.799225931301403
6,DoS slowloris,0.7929961089494163,0.9443929564411492,0.843042850264805,0.862098138747885
7,FTP-Patator,0.7656546489563567,0.6856414613423959,0.7177493138151876,0.7234424025100852
8,PortScan + Infiltration,0.9389564336372846,0.9339884101788863,0.8994,0.9364658330175571
9,SSH-Patator + Heartbleed,0.8144736842105263,0.9225037257824144,0.8506191950464397,0.8651292802236199
10,WebAttack BF + SQL + XSS,0.7921810699588477,0.9322033898305084,0.8494749124854143,0.8565072302558399
,Average,0.837177035723396,0.8340345191528353,0.8093362354873161,0.8305952800344084
