node,category,P,R,Acc,F1
1,Bot,0.7756410256410257,0.6126582278481013,0.7137355584082157,0.6845827439886846
2,DDoS,0.9275099673794853,0.6386323933117045,0.6704,0.7564292048477682
3,DoS GoldenEye,0.9108910891089109,0.9068506653523903,0.8792934249263984,0.9088663867621635
4,DoS Hulk,0.9413774973711883,0.9008805031446541,0.8766,0.9206838925311737
5,DoS Slowhttptest,0.80765639589169,0.80765639589169,0.7986314760508308,0.80765639589169
6,DoS slowloris,0.8263772954924875,0.9437559580552908,0.8714492055849783,0.8811748998664887
7,FTP-Patator,0.8005893909626719,0.6746688741721855,0.727355901189387,0.7322551662174304
8,PortScan + Infiltration,0.9491916859122402,0.9254440830622968,0.9008,0.9371674689637699
9,SSH-Patator + Heartbleed,0.8005657708628006,0.8998410174880763,0.8421052631578947,0.8473053892215568
10,WebAttack BF + SQL + XSS,0.84472049689441,0.9168539325842696,0.8693115519253208,0.8793103448275862
,Average,0.8584520615516912,0.8227242050910659,0.8149682381243025,0.8355431893118311
