node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8071129707112971,0.9902464065708418,0.8767967145790554,0.8893499308437067,0.7894521668029436,0.9912731006160165,0.8634496919917864,0.8789258079198907,3.0,3132.0
2,DDoS,0.9695515151515152,0.99985,0.97476,0.9844676923076923,0.971954894527073,0.99985,0.9768,0.9857051313649134,3.0,19879.0
3,DoS GoldenEye,0.9105121810857472,0.9229049193077971,0.8870862226874264,0.9166666666666666,0.8942325756152546,0.9255298463931557,0.8762266125866807,0.9096120772023696,3.0,12356.0
4,DoS Hulk,0.9910198508560025,0.94355,0.948,0.9667025254853747,0.9738103830489251,0.94445,0.93524,0.9589055004188136,3.0,20175.0
5,DoS Slowhttptest,0.9229070467777555,0.8793037490436113,0.900762612436449,0.900577921441865,0.9141055949566588,0.8875286916602907,0.899882675009777,0.9006211180124224,3.0,8023.0
6,DoS slowloris,0.8072555205047318,0.9504178272980501,0.8566201251805489,0.8730063965884861,0.8080211409917613,0.9652739090064996,0.8630717380837747,0.8796750719241835,3.0,8060.0
7,FTP-Patator,0.9086161879895561,0.9974709155285787,0.9441954075564907,0.9509725124578042,0.9324708109813822,0.9964592817400101,0.9589241606440398,0.9634037003830793,3.0,6510.0
8,PortScan + Infiltration,0.9533317411034153,0.9979,0.95924,0.9751068767558324,0.9563341801274985,0.9976,0.96164,0.9765313364168073,3.0,19848.0
9,SSH-Patator + Heartbleed,0.9025148346990676,0.9888544891640867,0.9410216718266254,0.9437139902496676,0.8860864745011087,0.9897832817337461,0.9312693498452013,0.935068733547821,3.0,5125.0
10,WebAttack BF + SQL + XSS,0.8489304812834224,0.8889407372841811,0.8653756416238917,0.8684750398905858,0.8451641526175687,0.8889407372841811,0.8630424638357442,0.8664998862861042,3.0,3376.0
,Average,0.9021752330162511,0.9559439044197149,0.9153858395890488,0.9269039552687681,0.8971632374170173,0.9586688848433902,0.9129546691997007,0.9254948363476405,3.0,10648.4
