exp,arm,seed,tag,n_rounds,final_val,max_val,mean_last50,std_last50,hit70,sus70,mb70,hit75,sus75,mb75,hit80,sus80,mb80,hit85,sus85,mb85,hit86,sus86,mb86
E1,upper_bound_supervised_curated,seed45,true,200,0.7415915585843043,0.7415915585843043,0.7132681175349894,0.019399749310691463,88,167,47.15,,,,,,,,,,,,
E1,upper_bound_supervised_curated,seed46,true,200,0.7702425441488971,0.7702425441488971,0.7550392027551843,0.006814818332859198,118,113,31.9,125,121,34.16,,,,,,,,,
E1,v2.1,seed42,pseudo,200,0.5429764783468894,0.8075767567963655,0.6336806624166483,0.09349935740342018,1,,,1,,,10,,,,,,,,
E1,v2.1,seed43,pseudo,200,0.5963948120466036,0.7947900637502748,0.6565933904887521,0.05402871010996637,1,,,1,,,,,,,,,,,
E1,v2.1,seed44,pseudo,200,0.612405656920935,0.723895361617938,0.6116201362936909,0.001124572345740654,1,,,,,,,,,,,,,,
E1,v2.1,seed45,pseudo,200,0.5892870227888913,0.8044991573239539,0.6844830365648128,0.0439106486059444,1,,,1,,,16,,,,,,,,
E1,v2.1,seed46,pseudo,200,0.6171686084853814,0.7993698248699348,0.6015072909797025,0.012842883501583701,1,,,1,,,,,,,,,,,
E1_2018,final,seed42,pseudo,200,0.869936481303931,0.9091862416107382,0.7838560642377757,0.04811142104120869,21,21,5.93,21,21,5.93,26,21,5.93,26,189,53.36,26,189,53.36
E1_2018,final,seed43,pseudo,200,0.8723034515819751,0.9075083892617449,0.8799892138063279,0.014655183461279933,8,8,2.26,8,8,2.26,25,18,5.08,25,121,34.16,25,121,34.16
E1_2018,final,seed44,pseudo,200,0.7939237775647172,0.9061301534036433,0.7769648849472675,0.018084222452699923,1,1,0.28,15,11,3.11,26,21,5.93,27,,,29,,
E3,A10_train_on_all,seed42,pseudo,200,0.6900784055103686,0.794167216238001,0.6492130138491976,0.017076726570090264,3,,,9,,,,,,,,,,,
E3,A10_train_on_all,seed43,pseudo,200,0.5871253755404118,0.8058914047043306,0.5882428372536088,0.0005116361873164723,1,,,1,,,18,,,,,,,,
E3,A10_train_on_all,seed44,pseudo,200,0.7242617425075109,0.7927749688576244,0.6860753279108962,0.03149019410761238,1,179,50.54,1,,,,,,,,,,,
E3,A10_train_on_all,seed45,pseudo,200,0.6166190371510222,0.7977211108668572,0.5684018465596834,0.015997562392087328,1,,,1,,,,,,,,,,,
E3,A10_train_on_all,seed46,pseudo,200,0.6974792994797392,0.8120466036491537,0.6250860995090496,0.022965354166511947,1,,,1,,,1,,,,,,,,
E3,A3_naive_selftraining,seed42,pseudo,200,0.5944163552429105,0.7289514178940426,0.597760680002931,0.006366941082484355,1,,,,,,,,,,,,,,
E3,A3_naive_selftraining,seed43,pseudo,200,0.5852201949146333,0.7271195134461786,0.6066945116142742,0.009959652277474751,1,,,,,,,,,,,,,,
E3,A3_naive_selftraining,seed44,pseudo,200,0.6100974573166263,0.6139444566571408,0.5979299479739136,0.011642739012530498,,,,,,,,,,,,,,,
E3,A3_naive_selftraining,seed45,pseudo,200,0.7176302484062431,0.7946435113944457,0.717483696050414,0.0010965750033787786,1,1,0.28,1,1,0.28,,,,,,,,,
E3,A3_naive_selftraining,seed46,pseudo,200,0.6165823990620649,0.795339635084634,0.6410126767787793,0.026047055128893496,1,,,1,,,,,,,,,,,
E3,A3_no_refinement_no_curation,seed42,pseudo,200,0.6670696856451968,0.777020590605994,0.7135927310031509,0.018801607774000754,1,1,0.28,3,,,,,,,,,,,
E3,A3_no_refinement_no_curation,seed43,pseudo,200,0.6917637576024035,0.8037297574558511,0.6535297134901443,0.015074910171627353,1,,,1,,,1,,,,,,,,
E3,A3_no_refinement_no_curation,seed44,pseudo,200,0.6280867589946508,0.758445079504653,0.6067875723602257,0.02515623119867554,1,,,15,,,,,,,,,,,
E3,A3_no_refinement_no_curation,seed45,pseudo,200,0.6204660364915366,0.7962922253975233,0.6033692386605115,0.016105360058560853,1,,,1,,,,,,,,,,,
E3,A3_no_refinement_no_curation,seed46,pseudo,200,0.6402872426174251,0.8096651278669305,0.6472125741921302,0.010331155000141921,1,,,1,,,1,,,,,,,,
E3,A4_global_threshold,seed42,pseudo,200,0.7996995676705503,0.8150509269436507,0.7923616912141863,0.007479491695321868,1,1,0.28,1,1,0.28,9,,,,,,,,
E3,A4_global_threshold,seed43,pseudo,200,0.7995163772257639,0.8193375833516524,0.7983329669524437,0.0016153408918714405,1,1,0.28,1,1,0.28,1,1,0.28,,,,,,
E3,A4_global_threshold,seed44,pseudo,200,0.7876822744925625,0.7993698248699348,0.7704367260203707,0.015976837200397186,1,1,0.28,1,1,0.28,,,,,,,,,
E3,A4_global_threshold,seed45,pseudo,200,0.785923646222613,0.8035465670110647,0.7828848831244962,0.008629253629944255,1,1,0.28,1,1,0.28,1,,,,,,,,
E3,A4_global_threshold,seed46,pseudo,200,0.7993698248699348,0.8109474609804352,0.7974243423463032,0.005183937435558577,1,1,0.28,1,1,0.28,1,176,49.69,,,,,,
E3,A5_bce,seed42,pseudo,200,0.6528907452187294,0.7982706822012163,0.6624518209130211,0.03148040969460281,1,,,1,,,,,,,,,,,
E3,A5_bce,seed43,pseudo,200,0.6888693485747783,0.7998094819374222,0.7392357294643511,0.017239225355096147,1,139,39.24,1,,,,,,,,,,,
E3,A5_bce,seed44,pseudo,200,0.6081190005129332,0.7907965120539313,0.6295053857990767,0.031589107069350905,1,,,1,,,,,,,,,,,
E3,A5_bce,seed45,pseudo,200,0.5902396131017806,0.8076500329742801,0.6724239759654137,0.049549760044298806,1,,,1,,,3,,,,,,,,
E3,A5_bce,seed46,pseudo,200,0.7024254414889719,0.8006155198944823,0.6995940499743534,0.005591918450674418,1,1,0.28,1,,,1,,,,,,,,
E3,A5_logit_adjusted,seed42,pseudo,200,0.6891624532864365,0.7897706455631275,0.6974587821499231,0.01693957462281041,1,1,0.28,1,,,,,,,,,,,
E3,A5_logit_adjusted,seed43,pseudo,200,0.7162746391148238,0.7974646442441562,0.7141254488165897,0.003836010433351125,1,140,39.53,1,,,,,,,,,,,
E3,A5_logit_adjusted,seed44,pseudo,200,0.6041987249945043,0.7946801494834029,0.6394071957206712,0.0445741589123727,1,,,1,,,,,,,,,,,
E3,A5_logit_adjusted,seed45,pseudo,200,0.7165311057375248,0.7970616252656262,0.7433545834249285,0.014158767818910184,1,1,0.28,1,164,46.3,,,,,,,,,
E3,A5_logit_adjusted,seed46,pseudo,200,0.6903715102220268,0.8003956913607386,0.7216553088590899,0.013341891790044644,1,1,0.28,1,,,1,,,,,,,,
E3,A7_fedavg_mu0,seed42,pseudo,200,0.6097677145160109,0.7957792921521214,0.5905261229574266,0.023527434244395688,1,,,1,,,,,,,,,,,
E3,A7_fedavg_mu0,seed43,pseudo,200,0.6110866857184729,0.7947534256613175,0.5783256393346523,0.026472643407309968,1,,,1,,,,,,,,,,,
E3,A7_fedavg_mu0,seed44,pseudo,200,0.6037224298380597,0.7240785520627244,0.6013607386238734,0.0028993783591578465,1,,,,,,,,,,,,,,
E3,A7_fedavg_mu0,seed45,pseudo,200,0.598409906939254,0.8031435480325346,0.6035597567230894,0.005664107117578907,1,,,1,,,15,,,,,,,,
E3,A7_fedavg_mu0,seed46,pseudo,200,0.5978236975159376,0.7977211108668572,0.5752971349014435,0.037503358028368905,1,,,1,,,,,,,,,,,
E3,A7_fedprox_mu01,seed42,pseudo,200,0.6657140763537774,0.815234117388437,0.6643819154392907,0.005106554539539741,1,1,0.28,1,,,1,,,,,,,,
E3,A7_fedprox_mu01,seed43,pseudo,200,0.6896753865318385,0.8059280427932879,0.6888583571480912,0.006214745491631108,1,1,0.28,1,,,1,,,,,,,,
E3,A7_fedprox_mu01,seed44,pseudo,200,0.5899831464790797,0.7924085879680516,0.592969150729098,0.001385777293624239,1,,,1,,,,,,,,,,,
E3,A7_fedprox_mu01,seed45,pseudo,200,0.7048801934491097,0.8032168242104492,0.7048442881219316,0.000818219337239279,1,1,0.28,1,1,0.28,1,,,,,,,,
E3,A7_fedprox_mu01,seed46,pseudo,200,0.6646515717740162,0.8072470139957499,0.6645211401773283,0.0017691176153222397,1,1,0.28,1,,,1,,,,,,,,
E3,A7_lr1e3_v1legacy,seed42,pseudo,200,0.8048655382135268,0.8049754524803986,0.7994973254195061,0.003077252612289657,1,1,0.28,1,109,30.77,181,176,49.69,,,,,,
E3,A7_lr1e3_v1legacy,seed43,pseudo,200,0.8281307247013996,0.8281307247013996,0.8138682494321097,0.013400810724149257,1,1,0.28,13,124,35.01,162,157,44.32,,,,,,
E3,A7_lr1e3_v1legacy,seed44,pseudo,200,0.6551256686451234,0.7340807503480619,0.7102125009159522,0.024553645830012814,21,139,39.24,,,,,,,,,,,,
E3,A7_lr1e3_v1legacy,seed45,pseudo,200,0.8117534989374954,0.8119000512933245,0.8014853081263281,0.009190482766402894,1,1,0.28,1,139,39.24,15,164,46.3,,,,,,
E3,A7_lr1e3_v1legacy,seed46,pseudo,200,0.7839818275078771,0.7921887594343079,0.716018905253902,0.04136217260258779,1,167,47.15,1,182,51.38,,,,,,,,,
E3,A7_no_ema,seed42,pseudo,200,0.5899465083901224,0.7927383307686671,0.6060899831464791,0.03428019833172248,1,,,1,,,,,,,,,,,
E3,A7_no_ema,seed43,pseudo,200,0.603502601304316,0.7946801494834029,0.6177731369531765,0.029751597555853552,1,,,1,,,,,,,,,,,
E3,A7_no_ema,seed44,pseudo,200,0.6156298087491756,0.7226130285044332,0.6143086392613761,0.0027841323093309354,1,,,,,,,,,,,,,,
E3,A7_no_ema,seed45,pseudo,200,0.7075547739429912,0.7970616252656262,0.6786964167949,0.04500916659050775,1,,,1,,,,,,,,,,,
E3,A7_no_ema,seed46,pseudo,200,0.593830145819594,0.7989668058914047,0.6130475562394666,0.025802676592060404,1,,,1,,,,,,,,,,,
E3,A7_selection_last,seed42,pseudo,200,0.5429764783468894,0.8075767567963655,0.6336806624166483,0.09349935740342018,1,,,1,,,10,,,,,,,,
E3,A7_selection_last,seed43,pseudo,200,0.5963948120466036,0.7947900637502748,0.6565933904887521,0.05402871010996637,1,,,1,,,,,,,,,,,
E3,A7_selection_last,seed44,pseudo,200,0.612405656920935,0.723895361617938,0.6116201362936909,0.001124572345740654,1,,,,,,,,,,,,,,
E3,A7_selection_last,seed45,pseudo,200,0.5892870227888913,0.8044991573239539,0.6844830365648128,0.0439106486059444,1,,,1,,,16,,,,,,,,
E3,A7_selection_last,seed46,pseudo,200,0.6171686084853814,0.7993698248699348,0.6015072909797025,0.012842883501583701,1,,,1,,,,,,,,,,,
E3,A8_R0,seed42,pseudo,200,0.8677731369531765,0.8705942698028871,0.865329376419726,0.0008925041478046221,1,1,0.28,1,1,0.28,14,6,1.69,30,26,7.34,33,29,8.19
E3,A8_R0,seed43,pseudo,200,0.8727925551403238,0.874367992965487,0.8678464131310911,0.0051436379979495775,1,1,0.28,2,1,0.28,15,10,2.82,46,41,11.58,103,99,27.95
E3,A8_R0,seed44,pseudo,200,0.8420165604162086,0.8519454825236316,0.846180112845314,0.0030728744168124745,1,1,0.28,1,1,0.28,14,9,2.54,30,28,7.91,,,
E3,A8_R0,seed45,pseudo,200,0.8345057521799663,0.8508097017659559,0.8322686304682347,0.0011037350630653093,1,1,0.28,1,1,0.28,15,11,3.11,53,,,,,
E3,A8_R0,seed46,pseudo,200,0.8543635963948121,0.8561588627537188,0.8555264893383161,0.0004188174291540236,1,1,0.28,1,1,0.28,5,1,0.28,39,35,9.88,,,
E3,A8_R1,seed42,pseudo,200,0.603246134681615,0.8170660218363011,0.6834784201656041,0.05850679973887858,1,,,1,,,6,,,,,,,,
E3,A8_R1,seed43,pseudo,200,0.49989008573312815,0.7805744852348502,0.617367919689309,0.07074969313585054,1,,,1,,,,,,,,,,,
E3,A8_R1,seed44,pseudo,200,0.6384187000806038,0.7684106397010332,0.6121374661097677,0.013794157173354813,1,,,1,,,,,,,,,,,
E3,A8_R1,seed45,pseudo,200,0.5904960797244816,0.7948999780171466,0.6166197699128013,0.03390159214212651,1,,,1,,,,,,,,,,,
E3,A8_R1,seed46,pseudo,200,0.5989228401846559,0.8014581959404997,0.6176434381182677,0.04177149187175929,1,,,1,,,1,,,,,,,,
E3,A8_R5,seed42,pseudo,200,0.6128819520773796,0.8001025866490804,0.5834864805451747,0.01446740376712725,1,,,1,,,20,,,,,,,,
E3,A8_R5,seed43,pseudo,200,0.6049314867736499,0.7984172345570455,0.6045563127427274,0.00530702464343314,1,,,1,,,,,,,,,,,
E3,A8_R5,seed44,pseudo,200,0.6101340954055836,0.7055030409613835,0.5934241957939475,0.008438714603919253,1,,,,,,,,,,,,,,
E3,A8_R5,seed45,pseudo,200,0.57785593903422,0.7997728438484648,0.5954766615373343,0.01361823406937741,1,,,1,,,,,,,,,,,
E3,A8_R5,seed46,pseudo,200,0.5919982413717301,0.8013482816736279,0.6099684912434967,0.025891878234909127,1,,,1,,,1,,,,,,,,
E3,CAND_r0_mu10,seed42,pseudo,200,0.875686964167949,0.8779585256833004,0.876849857111453,0.0008599517539278834,1,1,0.28,1,1,0.28,16,9,2.54,27,26,7.34,42,38,10.73
E3,CAND_r0_mu10,seed43,pseudo,200,0.8788378398182751,0.8822085440023448,0.8810390562028284,0.0010591345954617732,1,1,0.28,4,1,0.28,16,10,2.82,40,36,10.16,45,40,11.29
E3,CAND_r0_mu10,seed44,pseudo,200,0.8755404118121198,0.8818055250238147,0.8779856378691288,0.001579553127584575,1,1,0.28,2,1,0.28,16,11,3.11,32,27,7.62,47,42,11.86
E3,CAND_r0_mu10_k16,seed42,pseudo,200,0.8596761192936176,0.8772990400820693,0.8646962702425441,0.002381346023486946,1,1,0.28,12,6,1.69,15,12,3.39,23,19,5.36,44,38,10.73
E3,CAND_r0_mu10_k16,seed43,pseudo,200,0.8531911775481791,0.8543635963948121,0.8529354436872573,0.0005006693722912467,1,1,0.28,4,1,0.28,21,15,4.23,88,83,23.43,,,
E3,CAND_r0_mu10_k16,seed44,pseudo,200,0.8801568110207372,0.883930534183337,0.8800505605627611,0.0002612632298088451,1,1,0.28,6,1,0.28,9,7,1.98,21,18,5.08,31,24,6.78
E4,final,seed42,pseudo,200,0.8596761192936176,0.8772990400820693,0.8646962702425441,0.002381346023486946,1,1,0.28,12,6,1.69,15,12,3.39,23,19,5.36,44,38,10.73
E4,final,seed43,pseudo,200,0.8531911775481791,0.8543635963948121,0.8529354436872573,0.0005006693722912467,1,1,0.28,4,1,0.28,21,15,4.23,88,83,23.43,,,
E4,final,seed44,pseudo,200,0.8801568110207372,0.883930534183337,0.8800505605627611,0.0002612632298088451,1,1,0.28,6,1,0.28,9,7,1.98,21,18,5.08,31,24,6.78
E4,final,seed45,pseudo,200,0.8938960943797172,0.9030556166190371,0.8929325126401407,0.0007239615919752349,10,8,2.26,11,10,2.82,15,11,3.11,22,18,5.08,27,21,5.93
E4,final,seed46,pseudo,200,0.8515058254561442,0.8658313182384407,0.8510346596321536,0.0006788242001687605,6,5,1.41,9,6,1.69,18,11,3.11,25,21,5.93,28,25,7.06
E5,clients20,seed42,pseudo,200,0.8408424652753542,0.8579430446011028,0.8347846722970614,0.004730894151310693,8,4,1.13,16,10,2.82,21,17,4.8,29,25,7.06,,,
E5,clients20,seed43,pseudo,200,0.7058874851678649,0.8651322677462134,0.7156571508340894,0.007325437569431544,16,11,3.11,20,17,4.8,32,,,47,,,49,,
E5,clients20,seed44,pseudo,200,0.7274551546031968,0.8129231520904586,0.7591582327074754,0.012457220252013474,19,14,3.95,27,21,5.93,38,,,,,,,,
E5,clients5,seed42,pseudo,200,0.8276628770398959,0.8391995637034861,0.8242849351847967,0.0037371706438612067,1,1,0.28,16,11,3.11,24,20,5.65,,,,,,
E5,clients5,seed43,pseudo,200,0.6186600662835088,0.6394680538658388,0.6062491085287578,0.00487661800973886,,,,,,,,,,,,,,,
E5,clients5,seed44,pseudo,200,0.8182237697696858,0.8581616814196418,0.8028518689432395,0.008353289481588864,1,1,0.28,12,7,1.98,19,14,3.95,37,,,,,
E5,clients50,seed42,pseudo,200,0.9073122560138253,0.9073662608588313,0.9067191285161011,0.0005054827116509055,11,6,1.69,15,11,3.11,18,15,4.23,27,21,5.93,28,23,6.49
E5,clients50,seed43,pseudo,200,0.8910105077998426,0.8911416624234288,0.890413985711861,0.0004366280523524687,6,2,0.56,16,10,2.82,20,16,4.52,35,31,8.75,40,36,10.16
E5,clients50,seed44,pseudo,200,0.8877856470551929,0.8880016664352174,0.887828079433412,9.425227763790299e-05,13,8,2.26,19,13,3.67,21,19,5.36,33,28,7.91,40,36,10.16
E6,zeta_final,seed42,pseudo,200,0.8596761192936176,0.8772990400820693,0.8646962702425441,0.002381346023486946,1,1,0.28,12,6,1.69,15,12,3.39,23,19,5.36,44,38,10.73
E8,dp_sigma0.01,seed42,pseudo,200,0.8672968417967318,0.8851762292078845,0.872300139224738,0.0024901630175075385,1,1,0.28,11,6,1.69,14,11,3.11,22,18,5.08,44,39,11.01
E8,dp_sigma0.01,seed43,pseudo,200,0.8576610244009673,0.8576976624899245,0.8557792921521213,0.000664908539071317,1,1,0.28,2,1,0.28,21,14,3.95,78,74,20.89,,,
E8,dp_sigma0.01,seed44,pseudo,200,0.8803033633765662,0.8839671722722943,0.8809694438338096,0.0009139184573029733,1,1,0.28,5,1,0.28,8,6,1.69,20,17,4.8,30,24,6.78
E8,dp_sigma0.1,seed42,pseudo,200,0.8821719059133876,0.9036051879533964,0.8843101047849344,0.01989095550428661,1,1,0.28,11,119,33.6,12,145,40.94,19,151,42.63,47,152,42.91
E8,dp_sigma0.1,seed43,pseudo,200,0.8671502894409028,0.8686524510881513,0.8394555579980948,0.014803904906629622,1,1,0.28,1,1,0.28,20,20,5.65,68,82,23.15,93,190,53.64
E8,dp_sigma0.1,seed44,pseudo,200,0.8649153660145087,0.9052172638675167,0.885616619037151,0.012639806142913105,1,1,0.28,1,1,0.28,6,1,0.28,19,14,3.95,20,17,4.8
E8,poison0.1_fedavg,seed42,pseudo,200,0.7664688209862973,0.8695684033120833,0.8199003443980362,0.03442214636325208,5,1,0.28,13,8,2.26,17,13,3.67,25,,,40,,
E8,poison0.1_fedavg,seed43,pseudo,200,0.6878068439950172,0.6924598812925917,0.688812193156005,0.00048810735640771914,,,,,,,,,,,,,,,
E8,poison0.1_fedavg,seed44,pseudo,200,0.8544735106616839,0.8758335165237782,0.8646911409100901,0.005105623271170129,1,1,0.28,1,1,0.28,13,7,1.98,24,18,5.08,26,21,5.93
E8,poison0.1_median,seed42,pseudo,200,0.8706309078918444,0.8706309078918444,0.86197259470946,0.006522660115716986,1,1,0.28,5,1,0.28,10,5,1.41,21,19,5.36,170,165,46.58
E8,poison0.1_median,seed43,pseudo,200,0.838389389609438,0.8515058254561442,0.8424657433868249,0.0028773830870029043,1,1,0.28,5,1,0.28,9,5,1.41,118,118,33.31,,,
E8,poison0.1_median,seed44,pseudo,200,0.8910749615300066,0.8910749615300066,0.8905532351432549,0.00032938110643369444,1,1,0.28,1,1,0.28,20,13,3.67,30,25,7.06,31,27,7.62
E8,poison0.2_fedavg,seed42,pseudo,200,0.6608412105224591,0.6913241005349161,0.6798036198431889,0.010634880871933563,,,,,,,,,,,,,,,
E8,poison0.2_fedavg,seed43,pseudo,200,0.8239906206492269,0.8250897633179454,0.8235289807283652,0.00023573983941005698,1,1,0.28,1,1,0.28,4,1,0.28,,,,,,
E8,poison0.2_fedavg,seed44,pseudo,200,0.665933904887521,0.7374880926210888,0.6648252363156738,0.0020351237879016157,4,1,0.28,,,,,,,,,,,,
E8,poison0.2_median,seed42,pseudo,200,0.6832270828753573,0.6832270828753573,0.6669605041401041,0.00841863400486332,,,,,,,,,,,,,,,
E8,poison0.2_median,seed43,pseudo,200,0.8028138052319191,0.8028138052319191,0.8022305268557192,0.0004580106970160891,1,1,0.28,1,1,0.28,128,123,34.73,,,,,,
E8,poison0.2_median,seed44,pseudo,200,0.7454019198358613,0.7985637869128747,0.7497237488092621,0.0036882525992773282,1,1,0.28,3,1,0.28,,,,,,,,,
E8,poison0.3_fedavg,seed42,pseudo,200,0.5733860921814318,0.5974206785374074,0.5794365061918371,0.008521083829949034,,,,,,,,,,,,,,,
E8,poison0.3_fedavg,seed43,pseudo,200,0.8112039276031362,0.8233677731369532,0.8109958232578589,0.0006679170846316778,1,1,0.28,1,1,0.28,5,2,0.56,,,,,,
E8,poison0.3_fedavg,seed44,pseudo,200,0.5518795339635084,0.5740089396937056,0.5562233457902835,0.003897756555099458,,,,,,,,,,,,,,,
E8,poison0.3_median,seed42,pseudo,200,0.7957060159742068,0.7957060159742068,0.7927918223785447,0.0012119447870921625,11,7,1.98,15,13,3.67,,,,,,,,,
E8,poison0.3_median,seed43,pseudo,200,0.8104711658239906,0.8104711658239906,0.8076522312596175,0.001035799922194728,1,1,0.28,1,1,0.28,75,72,20.33,,,,,,
E8,poison0.3_median,seed44,pseudo,200,0.5877848611416429,0.6221880266725288,0.5869678317578955,0.0006196604653650327,,,,,,,,,,,,,,,
E9,dirichlet_a0.1,seed42,pseudo,200,0.8532211849523985,0.8671781125797209,0.8523511107003112,0.0003644216808198442,1,1,0.28,7,1,0.28,7,7,1.98,34,30,8.47,42,37,10.45
E9,dirichlet_a0.1,seed43,pseudo,200,0.8835255588779724,0.8843798946319237,0.8828250035597323,0.0005893471996179509,5,1,0.28,11,6,1.69,14,11,3.11,19,15,4.23,20,17,4.8
E9,dirichlet_a0.1,seed44,pseudo,200,0.8378800080531508,0.8487014294342662,0.8322251862291121,0.004925912832229048,11,9,2.54,18,12,3.39,22,18,5.08,,,,,,
E9,dirichlet_a0.5,seed42,pseudo,200,0.7587938596491228,0.8314254385964912,0.7545048245614036,0.00336369794623411,1,1,0.28,5,1,0.28,27,,,,,,,,
E9,dirichlet_a0.5,seed43,pseudo,200,0.7462077012835473,0.8110690862270149,0.7092347000362129,0.014033782549727005,8,5,1.41,23,,,33,,,,,,,,
E9,dirichlet_a0.5,seed44,pseudo,200,0.7111282969716705,0.7279591338326278,0.7074194073591664,0.0052953398419173184,40,37,10.45,,,,,,,,,,,,
E9,dirichlet_a1.0,seed42,pseudo,200,0.8027045047297579,0.8031003875484436,0.8017035462766179,0.0008982194691305913,29,25,7.06,52,47,13.27,151,146,41.22,,,,,,
E9,dirichlet_a1.0,seed43,pseudo,200,0.9085370890467537,0.9145671567817611,0.9098100115645135,0.0007146262847627489,1,1,0.28,1,1,0.28,1,1,0.28,24,20,5.65,26,23,6.49
E9,dirichlet_a1.0,seed44,pseudo,200,0.8325665834588327,0.8326284735832319,0.8322299011821014,0.00027170446004962453,1,1,0.28,1,1,0.28,8,2,0.56,,,,,,
E_LOFO,Bot,seed42,pseudo,200,0.8702471659542836,0.87927894443412,0.8717323917487456,0.0008769070974473803,4,1,0.28,14,8,2.26,17,14,3.95,26,21,5.93,26,26,7.34
E_LOFO,DDoS,seed42,pseudo,200,0.8548982570619044,0.866360436163819,0.8575126642053748,0.0032531307207553394,1,1,0.28,1,1,0.28,1,1,0.28,21,18,5.08,77,72,20.33
E_LOFO,DoS_GoldenEye,seed42,pseudo,200,0.8382137338035425,0.8624242184094781,0.8554741054800491,0.007467614275499532,14,10,2.82,21,15,4.23,24,21,5.93,33,30,8.47,56,50,14.12
E_LOFO,DoS_Hulk,seed42,pseudo,200,0.8491027732463295,0.8584184768609943,0.8529672877135743,0.002477393383191835,1,1,0.28,1,1,0.28,10,4,1.13,16,55,15.53,,,
E_LOFO,DoS_Slowhttptest,seed42,pseudo,200,0.8676470588235294,0.8866961292288936,0.8720580615665956,0.005758767016445324,8,6,1.69,11,8,2.26,12,11,3.11,17,14,3.95,23,19,5.36
E_LOFO,DoS_slowloris,seed42,pseudo,200,0.843994354807949,0.8809932486554526,0.8528374718693977,0.006553649829192792,4,3,0.85,12,6,1.69,14,12,3.39,29,22,6.21,30,27,7.62
E_LOFO,FTPPatator,seed42,pseudo,200,0.8676267810632756,0.8760150145549257,0.8669503600428987,0.00046062465623016827,1,1,0.28,1,1,0.28,10,4,1.13,21,19,5.36,41,35,9.88
E_LOFO,Heartbleed,seed42,pseudo,200,0.8725633885387659,0.8787190385460941,0.8737608090282867,0.0005417107623199845,5,2,0.56,12,7,1.98,17,12,3.39,21,19,5.36,42,38,10.73
E_LOFO,Infiltration,seed42,pseudo,200,0.8675802432947384,0.8775831745566466,0.8673332844789682,0.0005604869604642355,5,3,0.85,6,5,1.41,10,7,1.98,19,14,3.95,19,17,4.8
