node,category,P,R,Acc,F1
1,Bot,0.9936390140471774,0.9351459216762285,0.9432,0.9635055255718324
2,DDoS-HOIC,0.9906611878968995,0.6659969864389754,0.729,0.7965159933924013
3,DoS GoldenEye,0.9927788844621513,1.0,0.9942,0.9963763588654254
4,DoS Hulk,0.9941334637008067,1.0,0.9952,0.997058102476097
5,DoS SlowHTTPTest,1.0,1.0,1.0,1.0
6,DoS Slowloris,0.9846938775510204,0.9747474747474747,0.9731723675385647,0.9796954314720813
7,FTP-BruteForce,1.0,1.0,1.0,1.0
8,DDoS-LOIC-HTTP + Infiltration,0.9849578820697954,0.4085350636386324,0.521,0.577526900687952
9,SSH-BruteForce + LOIC-UDP,0.9952642073778664,0.9955123410620793,0.9926,0.9953882587560763
10,WebBF + XSS + SQLi,0.8648648648648649,0.1839080459770115,0.5847457627118644,0.3033175355450237
,Average,0.9800993381970582,0.8163845833540402,0.873311813025043,0.8609384106766889
