node,category,P,R,Acc,F1
1,Bot,0.8263888888888888,0.6025316455696202,0.7342747111681643,0.6969253294289898
2,DDoS,0.9487463126843658,0.6421262790117295,0.6854,0.7658877809197797
3,DoS GoldenEye,0.9316953316953317,0.9344504682109414,0.911023879620543,0.9330708661417323
4,DoS Hulk,0.9569633787757285,0.9006289308176101,0.8888,0.9279419388284085
5,DoS Slowhttptest,0.8562753036437247,0.7899159663865546,0.8206256109481916,0.8217581350169986
6,DoS slowloris,0.8291069459757442,0.7168732125834127,0.7823784304285026,0.7689161554192229
7,FTP-Patator,0.8402061855670103,0.6746688741721855,0.7493138151875571,0.7483930211202938
8,PortScan + Infiltration,0.9625390218522373,0.9256942707030272,0.9118,0.9437571738298687
9,SSH-Patator + Heartbleed,0.844776119402985,0.8998410174880763,0.8707430340557275,0.8714395688991532
10,WebAttack BF + SQL + XSS,0.8786516853932584,0.8786516853932584,0.8739789964994166,0.8786516853932584
,Average,0.8875349173879276,0.7965382350336416,0.8228338477908104,0.8356741654997707
