node,category,P,R,Acc,F1
1,Bot,0.6883852691218131,0.6151898734177215,0.6636713735558408,0.6497326203208557
2,DDoS,0.9232230059685296,0.8492637883703519,0.8226,0.8847003769660731
3,DoS GoldenEye,0.8828507795100222,0.9768358797437161,0.8985933922145894,0.927468413664015
4,DoS Hulk,0.9253071253071253,0.9474213836477987,0.8974,0.9362336855189559
5,DoS Slowhttptest,0.772972972972973,0.934640522875817,0.8220918866080157,0.8461538461538461
6,DoS slowloris,0.776325903151422,0.9628217349857007,0.8411169956668272,0.8595744680851064
7,FTP-Patator,0.8127946127946128,0.9991721854304636,0.8723696248856359,0.8963980690679539
8,PortScan + Infiltration,0.9338166510757717,0.9989992494370779,0.9426,0.9653088359724404
9,SSH-Patator + Heartbleed,0.7450980392156863,0.9062003179650239,0.8034055727554179,0.8177905308464849
10,WebAttack BF + SQL + XSS,0.7927063339731286,0.9280898876404494,0.8366394399066511,0.855072463768116
,Average,0.8253480693091084,0.9118634823514121,0.8400488285592977,0.8638433310363848
