node,category,P,R,Acc,F1
1,Bot,0.096,0.031496062992125984,0.38125802310654683,0.04743083003952569
2,DDoS,0.8997821350762527,0.6226130653266332,0.6444,0.735966735966736
3,DoS GoldenEye,0.8360062079668908,0.7972372964972866,0.7618580307491004,0.8161616161616162
4,DoS Hulk,0.9217191097467383,0.8978320458509843,0.8568,0.9096187831355719
5,DoS Slowhttptest,0.7687954729183508,0.9369458128078818,0.8289345063538612,0.844582593250444
6,DoS slowloris,0.7752562225475842,0.9814643188137164,0.8425613866153105,0.8662576687116564
7,FTP-Patator,0.7928475033738192,0.9983007646559049,0.8586459286367795,0.8837908988341482
8,PortScan + Infiltration,0.8845553822152886,0.5714285714285714,0.6006,0.6943211388336139
9,SSH-Patator + Heartbleed,0.7755610972568578,0.9269746646795827,0.8227554179566563,0.8445349626612356
10,WebAttack BF + SQL + XSS,0.7490272373540856,0.9322033898305084,0.8168028004667445,0.8306364617044228
,Average,0.7499550368455868,0.7696495992883196,0.7414616093885,0.7473301689298971
