node,category,P,R,Acc,F1
1,Bot,0.7079646017699115,0.6217616580310881,0.6854942233632862,0.6620689655172414
2,DDoS,0.9343434343434344,0.970522108418686,0.9218,0.9520892047543194
3,DoS GoldenEye,0.8772687986171133,0.9868740884783666,0.8982662741249591,0.9288492335849919
4,DoS Hulk,0.9334158415841585,0.945823927765237,0.903,0.9395789211411486
5,DoS Slowhttptest,0.7814113597246127,0.88671875,0.8191593352883676,0.8307410795974383
6,DoS slowloris,0.8143297380585516,0.9635369188696444,0.8647087144920559,0.8826722338204593
7,FTP-Patator,0.8075601374570447,0.9932375316990701,0.868252516010979,0.8908263836239575
8,PortScan + Infiltration,0.9308755760368663,0.9184137408436474,0.8814,0.9246026700572155
9,SSH-Patator + Heartbleed,0.7626459143968871,0.9348171701112877,0.826625386996904,0.84
10,WebAttack BF + SQL + XSS,0.8090551181102362,0.9405034324942791,0.8564760793465578,0.8698412698412699
,Average,0.8358870520098817,0.9162209326711306,0.8525182529623111,0.8721269961938042
