node,category,P,R,Acc,F1
1,Bot,0.25,0.0076726342710997444,0.49037227214377405,0.01488833746898263
2,DDoS,0.994495871903928,0.9974905897114178,0.9936,0.9959909797043347
3,DoS GoldenEye,0.9923076923076923,0.8121065375302663,0.868825646058227,0.8932090545938748
4,DoS Hulk,0.994535519125683,0.9540688966550175,0.959,0.9738820231876673
5,DoS Slowhttptest,0.7555555555555555,0.06525911708253358,0.5131964809384164,0.12014134275618374
6,DoS slowloris,0.9856957087126138,0.6696113074204947,0.8146364949446316,0.7974750131509731
7,FTP-Patator,0.9746192893401016,0.6580976863753213,0.8083257090576396,0.7856777493606139
8,PortScan + Infiltration,0.9867052023121388,0.4229435084241824,0.5296,0.5920915712799167
9,SSH-Patator + Heartbleed,0.6666666666666666,0.015060240963855422,0.48993808049535603,0.029455081001472753
10,WebAttack BF + SQL + XSS,0.0,0.0,0.5040840140023337,0.0
,Average,0.760058150592438,0.46023105184341884,0.6971578697640378,0.520281115250402
