node,category,P,R,Acc,F1
1,Bot,0.05504587155963303,0.015189873417721518,0.3684210526315789,0.023809523809523808
2,DDoS,0.9071655488881045,0.641377589218867,0.66,0.7514619883040936
3,DoS GoldenEye,0.8897092754960775,0.9502217841301134,0.8887798495256788,0.9189704480457579
4,DoS Hulk,0.9291828793774319,0.9011320754716982,0.8668,0.9149425287356322
5,DoS Slowhttptest,0.7656940760389036,0.8085901027077498,0.7702834799608993,0.7865576748410535
6,DoS slowloris,0.7869634340222575,0.9437559580552908,0.8425613866153105,0.8582574772431729
7,FTP-Patator,0.7595526561043803,0.6746688741721855,0.702195791399817,0.7145988601490574
8,PortScan + Infiltration,0.8698564593301435,0.4548411308481361,0.5098,0.5973385904386397
9,SSH-Patator + Heartbleed,0.76797829036635,0.8998410174880763,0.8188854489164087,0.828696925329429
10,WebAttack BF + SQL + XSS,0.7836812144212524,0.9280898876404494,0.8296382730455076,0.8497942386831275
,Average,0.7514829705604535,0.7217708293150287,0.7257365282095201,0.7244428255579488
