node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8111858704793945,0.9902464065708418,0.8798767967145791,0.8918169209431346,0.8111858704793945,0.9902464065708418,0.8798767967145791,0.8918169209431346,0.0,3896.0
2,DDoS,0.9827484517841345,0.99975,0.98576,0.9911763247905616,0.9827484517841345,0.99975,0.98576,0.9911763247905616,0.0,25000.0
3,DoS GoldenEye,0.9480216498693542,0.9876531207466459,0.9552531728378909,0.9674316731739834,0.9480216498693542,0.9876531207466459,0.9552531728378909,0.9674316731739834,0.0,15286.0
4,DoS Hulk,0.9954722543961251,0.9454,0.95288,0.9697902241370467,0.9954722543961251,0.9454,0.95288,0.9697902241370467,0.0,25000.0
5,DoS Slowhttptest,0.8613075728825255,0.9550497322111706,0.8984161126319906,0.9057596371882086,0.8613075728825255,0.9550497322111706,0.8984161126319906,0.9057596371882086,0.0,10228.0
6,DoS slowloris,0.8487729001036985,0.9119777158774374,0.8701011073663938,0.8792408915943067,0.8487729001036985,0.9119777158774374,0.8701011073663938,0.8792408915943067,0.0,10385.0
7,FTP-Patator,0.8795718108831401,0.9974709155285787,0.9245265757936145,0.934818677411709,0.8795718108831401,0.9974709155285787,0.9245265757936145,0.934818677411709,0.0,10931.0
8,PortScan + Infiltration,0.9601077907704153,0.9976,0.96492,0.9784948873249798,0.9601077907704153,0.9976,0.96492,0.9784948873249798,0.0,25000.0
9,SSH-Patator + Heartbleed,0.9133162246934702,0.991640866873065,0.9487616099071208,0.9508683390233041,0.9133162246934702,0.991640866873065,0.9487616099071208,0.9508683390233041,0.0,6460.0
10,WebAttack BF + SQL + XSS,0.9093357271095153,0.9454036397573495,0.9255716285580962,0.9270189887897506,0.9093357271095153,0.9454036397573495,0.9255716285580962,0.9270189887897506,0.0,4286.0
,Average,0.9109840252971775,0.972219239756509,0.9306067003809686,0.9396416564376985,0.9109840252971775,0.972219239756509,0.9306067003809686,0.9396416564376985,0.0,13647.2
