node,category,P,R,Acc,F1
1,Bot,0.6997084548104956,0.6217616580310881,0.6803594351732991,0.6584362139917695
2,DDoS,0.9085833914863922,0.6505121159130652,0.6678,0.7581889649148348
3,DoS GoldenEye,0.8724261414503134,0.9474963539134662,0.8714425907752699,0.9084129573525984
4,DoS Hulk,0.9312678989846395,0.8971657888136444,0.8652,0.9138988247317322
5,DoS Slowhttptest,0.7619485294117647,0.8095703125,0.7781036168132942,0.7850378787878788
6,DoS slowloris,0.8007936507936508,0.9197812215132178,0.836783822821377,0.8561731014000848
7,FTP-Patator,0.749534450651769,0.6804733727810651,0.7040256175663312,0.7133362871067789
8,PortScan + Infiltration,0.9276910435497124,0.8555190704723415,0.8328,0.8901445466491459
9,SSH-Patator + Heartbleed,0.7627118644067796,0.9300476947535771,0.8250773993808049,0.83810888252149
10,WebAttack BF + SQL + XSS,0.7961538461538461,0.9473684210526315,0.8494749124854143,0.8652037617554859
,Average,0.8210819271699364,0.8259696009744097,0.7911067395015791,0.8186941419211798
