node,category,P,R,Acc,F1
1,Bot,0.6923076923076923,0.6151898734177215,0.6662387676508345,0.6514745308310992
2,DDoS,0.9020091646105041,0.6386323933117045,0.6548,0.7478082992402104
3,DoS GoldenEye,0.8742138364779874,0.8905864958107442,0.8423290807981682,0.88232421875
4,DoS Hulk,0.9260260506266896,0.9479245283018868,0.8984,0.9368473396320238
5,DoS Slowhttptest,0.7560581583198708,0.8739495798319328,0.7864125122189638,0.8107405803378086
6,DoS slowloris,0.7758358662613982,0.9733079122974261,0.8444872412132884,0.8634249471458774
7,FTP-Patator,0.8057409879839786,0.9991721854304636,0.8664226898444648,0.8920916481892092
8,PortScan + Infiltration,0.9247144340602285,0.8911683762822117,0.855,0.9076315454197987
9,SSH-Patator + Heartbleed,0.7450980392156863,0.9062003179650239,0.8034055727554179,0.8177905308464849
10,WebAttack BF + SQL + XSS,0.7896749521988528,0.9280898876404494,0.8343057176196033,0.8533057851239669
,Average,0.8191679182062888,0.8664221550289565,0.805180158210074,0.8363439425516479
