node,category,P,R,Acc,F1
1,Bot,0.7311178247734139,0.6126582278481013,0.6893453145057766,0.6666666666666666
2,DDoS,0.9312431243124313,0.8450212128774645,0.8258,0.8860395132801256
3,DoS GoldenEye,0.8993624772313297,0.9733859043863973,0.910042525351652,0.9349112426035503
4,DoS Hulk,0.9356841321082692,0.9479245283018868,0.9068,0.941764558860285
5,DoS Slowhttptest,0.7914893617021277,0.8683473389355743,0.8113391984359726,0.8281389136242209
6,DoS slowloris,0.7982315112540193,0.9466158245948523,0.8521906596051998,0.86611426079372
7,FTP-Patator,0.7652582159624414,0.6746688741721855,0.7058554437328454,0.7171139463264409
8,PortScan + Infiltration,0.9421447591382232,0.9737302977232924,0.9312,0.9576771653543307
9,SSH-Patator + Heartbleed,0.7669376693766937,0.8998410174880763,0.8181114551083591,0.8280907095830286
10,WebAttack BF + SQL + XSS,0.8209255533199196,0.9168539325842696,0.852975495915986,0.8662420382165605
,Average,0.8382394629178869,0.8659047158912101,0.8303660092655791,0.8492759015308928
