node,category,P,R,Acc,F1
1,Bot,0.0,0.0,0.5044929396662388,0.0
2,DDoS,0.9996780424983902,0.7756682488133899,0.8202,0.8735405823603882
3,DoS GoldenEye,0.9980818414322251,0.7588721438988819,0.8367680732744521,0.8621927644297156
4,DoS Hulk,1.0,0.8803611738148984,0.9046,0.936374549819928
5,DoS Slowhttptest,1.0,0.0869140625,0.543010752688172,0.15992812219227315
6,DoS slowloris,1.0,0.5970829535095715,0.7871930669234473,0.747716894977169
7,FTP-Patator,0.9962871287128713,0.6804733727810651,0.8257090576395243,0.8086388749372175
8,PortScan + Infiltration,0.9971014492753624,0.08689062894670371,0.2768,0.15985130111524162
9,SSH-Patator + Heartbleed,0.8571428571428571,0.009538950715421303,0.5170278637770898,0.018867924528301886
10,WebAttack BF + SQL + XSS,0.25,0.002288329519450801,0.48774795799299886,0.0045351473922902496
,Average,0.8098291319061705,0.3878089864499383,0.6503549711961922,0.45716461617525256
