node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,client1: DDoS + DoS GoldenEye + DoS Hulk...,0.9651186684475496,0.93935,0.92432,0.9520600010135306,0.9651186684475496,0.93935,0.92432,0.9520600010135306,0.0,25000.0
2,client2: Bot + DDoS + DoS GoldenEye...,0.9255793226381461,0.7841681349106469,0.8288274370461919,0.8490257528273607,0.9255793226381461,0.7841681349106469,0.8288274370461919,0.8490257528273607,0.0,12946.0
3,client3: Bot + DDoS + DoS GoldenEye...,0.9687704869181715,0.81275,0.82924,0.8839283286658147,0.9687704869181715,0.81275,0.82924,0.8839283286658147,0.0,25000.0
4,client4: Bot + DDoS + DoS GoldenEye...,0.9435793143521208,0.9138435565559933,0.8901185770750988,0.9284734133790737,0.9435793143521208,0.9138435565559933,0.8901185770750988,0.9284734133790737,0.0,22770.0
5,client5: Bot + DDoS + DoS GoldenEye...,0.9552209035603869,0.9578,0.93032,0.9565087132371298,0.9552209035603869,0.9578,0.93032,0.9565087132371298,0.0,25000.0
6,client6: Bot + DDoS + DoS GoldenEye...,0.9728756330894767,0.8644,0.87224,0.9154355308445856,0.9728756330894767,0.8644,0.87224,0.9154355308445856,0.0,25000.0
7,client7: Bot + DDoS + DoS GoldenEye...,0.9826758505531205,0.9416,0.94,0.961699519967317,0.9826758505531205,0.9416,0.94,0.961699519967317,0.0,25000.0
8,client8: Bot + DDoS + DoS GoldenEye...,0.8988381742738589,0.8817878368476757,0.8454550714575015,0.8902313730325073,0.8988381742738589,0.8817878368476757,0.8454550714575015,0.8902313730325073,0.0,17283.0
9,client9: Bot + DDoS + DoS GoldenEye...,0.9798976797064751,0.9481,0.94292,0.9637366267693325,0.9798976797064751,0.9481,0.94292,0.9637366267693325,0.0,25000.0
10,client10: Bot + DDoS + DoS GoldenEye...,0.9526280974914771,0.9361,0.91164,0.944291730764381,0.9526280974914771,0.9361,0.91164,0.944291730764381,0.0,25000.0
,Average,0.9545184131030784,0.8979899528314315,0.8915081085578793,0.9245390990501032,0.9545184131030784,0.8979899528314315,0.8915081085578793,0.9245390990501032,0.0,22799.9
