node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.8089602704987321,0.9825462012320328,0.8752566735112937,0.8873435326842837,0.82358040745557,0.9753593429158111,0.8832135523613963,0.8930669800235017,3.0,2507.0
2,DDoS,0.9860188745193988,0.8463,0.86744,0.910832481300113,0.9904639326039899,0.8465,0.87068,0.9128406977057666,3.0,20137.0
3,DoS GoldenEye,0.9050289773789494,0.9412794089053081,0.8940206725107942,0.9227983225314526,0.9000732734933138,0.9553762395489014,0.8986000261677352,0.9269005847953217,3.0,12360.0
4,DoS Hulk,0.9935704355885079,0.85765,0.88168,0.9206204379562044,0.9899740708729473,0.85905,0.88028,0.9198768571811002,3.0,20038.0
5,DoS Slowhttptest,0.8235919234856536,0.8894414690130069,0.8461087211576066,0.855251057568512,0.8369860532512226,0.8838944146901301,0.8526593664450528,0.8598009117127174,3.0,8123.0
6,DoS slowloris,0.8087370929308976,0.9454038997214484,0.8557534906114589,0.8717465753424658,0.7973014888337469,0.9546889507892293,0.8506499759268176,0.8689258852362038,3.0,8339.0
7,FTP-Patator,0.9225011694994543,0.9974709155285787,0.953160735522825,0.9585223590408296,0.8996350364963503,0.9974709155285787,0.9382490165584119,0.946030223075078,3.0,8750.0
8,PortScan + Infiltration,0.9566698656429943,0.99685,0.96136,0.9763467189030363,0.9591876022716335,0.9965,0.96328,0.9774878611015744,3.0,19864.0
9,SSH-Patator + Heartbleed,0.9281437125748503,0.9117647058823529,0.9205882352941176,0.9198813056379822,0.8993288590604027,0.9126934984520124,0.9052631578947369,0.9059618930547019,3.0,5060.0
10,WebAttack BF + SQL + XSS,0.7962369895916733,0.9281381241250584,0.8453103126458236,0.8571428571428571,0.7782982045277127,0.9304713019132058,0.8327111525898273,0.8476089266737513,3.0,3429.0
,Average,0.8929459311711112,0.9296844724407787,0.890067884125392,0.9080485648107738,0.887482892886689,0.931200466383787,0.8875586247943976,0.9058500820559718,3.0,10860.7
