node,category,raw_P,raw_R,raw_Acc,raw_F1,refined_P,refined_R,refined_Acc,refined_F1,refinement_iterations_run,final_seed_set_size
1,Bot,0.7086700955180014,0.9902464065708418,0.7915811088295688,0.8261241970021413,0.6998912649510692,0.9912731006160165,0.7831108829568788,0.8204801359677076,3.0,3136.0
2,DDoS,0.8777704630239193,1.0,0.8886,0.9349070936075727,0.8773469029654325,1.0,0.88816,0.9346667912889055,3.0,19601.0
3,DoS GoldenEye,0.8622346816179415,0.8372545207077581,0.8004710192332853,0.8495610141067377,0.8595668230362311,0.8372545207077581,0.7984430197566401,0.8482639743905442,3.0,12223.0
4,DoS Hulk,0.9890999878212154,0.81215,0.84256,0.8919334468178574,0.9889193302891933,0.81215,0.84244,0.891859986273164,3.0,19959.0
5,DoS Slowhttptest,0.6495216797117654,1.0,0.7241885021509582,0.7875273028545605,0.6615618276167574,0.9998087222647284,0.7384630426280798,0.7962525706451368,3.0,8004.0
6,DoS slowloris,0.8757275902211874,0.5587743732590529,0.7300914780934039,0.6822355741979368,0.8707406364404393,0.5741875580315692,0.7350024073182475,0.6920322291853178,3.0,8365.0
7,FTP-Patator,0.7909090909090909,0.9974709155285787,0.8555484402158997,0.8822608306613974,0.8097781429745275,0.9969650986342944,0.8712835056262007,0.893674903649966,3.0,5863.0
8,PortScan + Infiltration,0.9390977443609022,0.9992,0.94752,0.9682170542635659,0.9390450230284801,0.99905,0.94736,0.9681186103977906,3.0,19783.0
9,SSH-Patator + Heartbleed,0.8187568756875687,0.921671826625387,0.8588235294117647,0.8671715700553452,0.7980717728976968,0.9226006191950464,0.8445820433436533,0.8558299827685238,3.0,5145.0
10,WebAttack BF + SQL + XSS,0.84286319356205,0.9286047596826879,0.8777414839010733,0.8836589698046181,0.8264633140972795,0.9356042930471302,0.8695753616425571,0.8776537535565769,3.0,3403.0
,Average,0.8354651402433643,0.9045372802374307,0.8317125561835954,0.8573597053371733,0.8331385038297107,0.9068893912496545,0.8318420263272257,0.8578832938123634,3.0,10548.2
