node,category,P,R,Acc,F1
1,Bot,0.6709511568123393,0.6508728179551122,0.6559691912708601,0.660759493670886
2,DDoS,0.9318921431892143,1.0,0.9414,0.9647455179882084
3,DoS GoldenEye,0.8925053533190578,0.9952244508118434,0.914622178606477,0.9410702190110635
4,DoS Hulk,0.931185944363104,0.9556724267468069,0.9082,0.9432703003337041
5,DoS Slowhttptest,0.7913669064748201,0.9304511278195489,0.8362658846529815,0.8552915766738661
6,DoS slowloris,0.7856060606060606,0.9783018867924528,0.8526721232546943,0.8714285714285714
7,FTP-Patator,0.8006849315068493,0.9982920580700256,0.8659652333028363,0.8886354998099582
8,PortScan + Infiltration,0.9226618705035972,0.901355421686747,0.8612,0.9118842051802946
9,SSH-Patator + Heartbleed,0.7420212765957447,0.9207920792079208,0.8126934984520123,0.8217967599410898
10,WebAttack BF + SQL + XSS,0.7894736842105263,0.9440559440559441,0.8459743290548425,0.8598726114649682
,Average,0.8258349327581312,0.9275018213146401,0.8494962438594704,0.871875475550261
